sampno,veh_id,veh_num,year,make,make_other,make_clean,model,model_other,model_clean,fuel_type,fuel_type_clean,vehicle_type,vehicle_type_clean,vehicle_status,how_acquired,acquired_year,acquired_month,annual_mileage,electric_miles,mpg,current_use,other_use,tnc_replacement,delivery_replacement,veh_home,personal_use,personal_miles,hv_replacement,fcev_fuel_cost
191242,191242.01,1,2018,TESLA, ,TESLA,,,,5,4.0,3,3, ,1,2018,3,15000, ,100,6,Work,2,2,1,1,50, , 
191260,191260.01,1,2017,TESLA, ,TESLA,,,,5,4.0,6,6, ,1,2017, ,20000, ,100,3, ,2,2,1,1,10, , 
191284,191284.01,1,2016,FORD, ,FORD,,,,2,2.0,3,3, ,2,2016, ,10000, ,40,2, ,2,2,1,1,20, , 
191219,191219.01,1,2018,TESLA, ,TESLA,,,,5,4.0,3,3, ,2,2018,3,12000, ,150,2, ,2,2,1,1,35, , 
191219,191219.02,2,2015,AUDI, ,AUDI,,,,1,1.0,6,6, ,2,2015, ,12000, ,25,4, ,2,2,1,1,30,300, 
191665,191665.01,1,2018,FORD, ,FORD,,,,1,1.0,6,6, ,1,2018,1,1000, ,7,2, ,2,2,2, , ,10, 
191670,191670.01,1,2018,FORD, ,FORD,,,,1,1.0,10,10, ,1,2017, ,10000, ,16,5, ,2,2,2, , ,40, 
191670,191670.02,2,2018,FORD, ,FORD,,,,1,1.0,1,1, ,1,2019,1,1000, ,30,4, ,2,2,2, , ,30, 
191670,191670.03,3,2016,FORD, ,FORD,,,,1,1.0,13,13, ,2,2015, ,20000, ,20,3, ,2,2,2, , ,30, 
191670,191670.04,4,2016,FORD, ,FORD,,,,1,1.0,1,1, ,1,2015, ,20000, ,20,4, ,2,2,2, , ,30, 
191670,191670.05,5,2016,FORD, ,FORD,,,,1,1.0,10,10, ,1,2016, ,20000, ,20,5, ,2,2,2, , ,40, 
191681,191681.01,1,2002,FORD, ,FORD,,,,1,1.0,11,11, ,1,2002, ,5000, ,13,1, ,2,2,2, , ,100, 
191706,191706.05,5,2016,CHEVROLET, ,CHEVROLET,,,,1,1.0,11,11, ,1,2016, ,40000, ,12,4, ,2,2,1,2, ,400, 
191706,191706.02,2,2019,LINCOLN, ,LINCOLN,,,,1,1.0,3,3, ,2,2019,4,12000, ,24,3, ,2,2,1,1,30,400, 
191706,191706.03,3,2017,FORD, ,FORD,,,,1,1.0,8,8, ,2,2017, ,15000, ,18,3, ,2,2,1,1,30,400, 
191706,191706.04,4,2017,CHEVROLET, ,CHEVROLET,,,,1,1.0,11,11, ,1,2018,3,40000, ,12,4, ,2,2,1,2, ,500, 
191706,191706.01,1,2017,CHEVROLET, ,CHEVROLET,,,,1,1.0,11,11, ,1,2018,3,25000, ,14,4, ,2,2,1,2, ,300, 
191718,191718.01,1,2000,FORD, ,FORD,,,,9,0.0,11,11, ,3,2000, ,1200, ,7,1, ,2,2,2, , , , 
191718,191718.02,2,2002,FORD, ,FORD,,,,9,0.0,4,4, ,3,2002, ,1200, ,7,1, ,2,2,2, , , , 
191733,191733.02,2,2019,HONDA, ,HONDA,,,,1,1.0,13,13, ,2,2017, ,30000, ,22,2, ,1,1,1,2, ,50, 
191733,191733.03,3,2019,SUBARU, ,SUBARU,,,,1,1.0,4,4, ,5,2017, ,20000, ,23,1, ,1,1,1,2, ,30, 
191733,191733.04,4,2019,NISSAN , ,NISSAN ,,,,1,1.0,11,11, ,5,2017, ,20, ,20,1, ,1,1,1,1,10,45, 
191733,191733.01,1,2019,FORD, ,FORD,,,,1,1.0,11,11, ,1,2019,1,50000, ,25,1, ,1,1,1,1,35,22, 
191357,191357.02,2,2019,HONDA, ,HONDA,,,,1,1.0,11,11, ,1,2019,3,20000, ,24,2, ,2,2,2, , ,500, 
191357,191357.01,1,2006,LEXUS, ,LEXUS,,,,1,1.0,9,9, ,1,2006, ,195670, ,17,2, ,2,2,1,1,20,400, 
191475,191475.01,1,2015,NISSAN, ,NISSAN,,,,8,6.0,8,8, ,3,2015, ,50000, ,23,2, ,2,2,1,1,50,430, 
191475,191475.02,2,2011,CHEVROLET, ,CHEVROLET,,,,8,6.0,13,13, ,3,2015, ,50000, ,15,2, ,2,2,1,1,50,430, 
191449,191449.01,1,2017,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,1,2018,6,25000, ,12,1, ,2,2,2, , ,400, 
191449,191449.02,2,2015,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,3,2018,4,20000, ,15,3, ,2,2,1,2, ,400, 
191449,191449.03,3,2015,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,1,2015, ,20000, ,13,4, ,2,2,1,2, ,400, 
191449,191449.04,4,2009,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,3,2017, ,25000, ,16,2, ,2,2,2, , ,400, 
191517,191517.01,1,2015,FORD, ,FORD,,,,1,1.0,10,10, ,1,2015, ,25000, ,15,1, ,2,2,2, , ,10, 
191517,191517.02,2,2016,FORD, ,FORD,,,,1,1.0,11,11, ,1,2016, ,25000, ,15,1, ,2,2,2, , ,15, 
191517,191517.03,3,2016,FORD, ,FORD,,,,1,1.0,10,10, ,1,2016, ,25000, ,20,1, ,2,2,2, , ,20, 
191537,191537.01,1,2001,DODGE, ,DODGE,,,,1,1.0,12,12, ,3,2009, ,12000, ,18,5, ,2,2,1,1,10,300, 
191582,191582.01,1,2013,CHEVROLET, ,CHEVROLET,,,,1,1.0,7,7, ,3,2015, ,10000, ,60,4, ,2,1,2, , ,500, 
191582,191582.02,2,2015,TOYOTA, ,TOYOTA,,,,3,8.0,3,3, ,5,2015, ,10000,100,100,1, ,1,2,1,1,50,100, 
191629,191629.01,1,2019,CHEVROLET, ,CHEVROLET,,,,1,1.0,12,12, ,1,2019,6,60000, ,32,1, ,2,2,1,2, ,100, 
191630,191630.01,1,2012,SCION, ,SCION,,,,1,1.0,2,2, ,1,2012, ,23000, ,30,4, ,2,2,1,2, ,100, 
191630,191630.02,2,2018,FORD, ,FORD,,,,1,1.0,2,2, ,1,2018,5,9000, ,28,3, ,2,2,1,2, ,80, 
191630,191630.03,3,2000,FORD, ,FORD,,,,4,3.0,11,11, ,1,1999, ,10800, ,8,1, ,2,2,2, , ,60, 
191630,191630.04,4,2014,CHEVROLET, ,CHEVROLET,,,,4,3.0,13,13, ,1,2014, ,30000, ,8,4, ,2,2,1,2, ,80, 
191630,191630.05,5,2008,CHEVROLET, ,CHEVROLET,,,,1,1.0,11,11, ,1,2008, ,17800, ,15,4, ,2,2,1,2, ,100, 
191635,191635.01,1,2015,Other,HINO,Other,,,,4,3.0,13,13,4,3,2015, ,15000, ,20,1, ,2,2,2, , ,15, 
191765,191765.01,1,1995,FORD, ,FORD,,,,4,3.0,11,11, ,3,2007, ,160000, ,18,1, ,2,1,2, , ,150, 
191765,191765.02,2,1997,FORD, ,FORD,,,,4,3.0,11,11, ,3,2007, ,17000, ,18,1, ,2,2,2, , ,150, 
191765,191765.03,3,1998,FORD, ,FORD,,,,4,3.0,11,11, ,3,2008, ,20000, ,16,1, ,2,2,2, , ,150, 
191765,191765.04,4,2005,FORD, ,FORD,,,,4,3.0,11,11, ,3,2009, ,10000, ,18,1, ,2,2,2, , ,150, 
191765,191765.05,5,2008,FORD, ,FORD,,,,4,3.0,11,11, ,3,2014, ,50000, ,19,1, ,2,2,2, , ,150, 
191826,191826.01,1,2000,JEEP, ,JEEP,,,,1,1.0,8,8, ,3,2018,9,7000, ,18,1, ,2,2,1,1,20,100, 
191829,191829.01,1,2019,FORD, ,FORD,,,,1,1.0,13,13, ,1,2018,11,25000, ,15,1, ,2,2,1,2, ,250, 
191829,191829.02,2,2019,FORD, ,FORD,,,,1,1.0,13,13, ,1,2018,11,25000, ,15,1, ,2,2,1,2, ,250, 
191883,191883.01,1,2014,FORD, ,FORD,,,,1,1.0,13,13, ,1,2014, ,18000, ,20,1, ,2,2,1,2, ,100, 
191883,191883.05,5,2009,CHEVROLET, ,CHEVROLET,,,,4,3.0,13,13, ,1,2009, ,20000, ,20,1, ,2,2,2, , ,200, 
191883,191883.02,2,2014,FORD, ,FORD,,,,8,6.0,13,13, ,1,2014, ,18000, ,20,1, ,2,2,1,2, ,100, 
191883,191883.03,3,2014,JEEP, ,JEEP,,,,1,1.0,8,8, ,1,2014, ,10000, ,20,2, ,2,2,1,1,25,200, 
191883,191883.04,4,2016,AUDI, ,AUDI,,,,1,1.0,2,2, ,2,2016, ,10000, ,25,2, ,2,2,1,1,50,100, 
191938,191938.01,1,2019,FORD, ,FORD,,,,1,1.0,13,13, ,1,2019,3,25000, ,22,5, ,2,2,1,1,50,200, 
191938,191938.02,2,2016,FORD, ,FORD,,,,1,1.0,13,13, ,1,2018,9,30000, ,22,5, ,2,2,2, , ,300, 
191960,191960.01,1,2017,GMC, ,GMC,,,,1,1.0,7,7, ,1,2017, ,20000, ,20,3, ,2,2,1,1,25,400, 
191965,191965.05,5,2011,FORD, ,FORD,,,,1,1.0,13,13, ,3,2016, ,10000, ,15,2, ,2,2,1,1,20,150, 
191965,191965.01,1,2016,TOYOTA, ,TOYOTA,,,,1,1.0,3,3, ,3,2019,5,10000, ,30,2, ,2,2,1,1,25,150, 
191965,191965.02,2,2011,FORD, ,FORD,,,,1,1.0,13,13, ,3,2016, ,10000, ,15,2, ,2,2,1,1,25,150, 
191965,191965.03,3,2015,Other,ford,FORD,,,,0,,13,13,3,1,2015, ,15000, ,11,4, ,2,2,1,1,20, , 
191965,191965.04,4,2014,HONDA, ,HONDA,,,,1,1.0,2,2, ,3,2017, ,12000, ,30,3, ,2,2,1,1,20,150, 
191967,191967.01,1,2018,TOYOTA, ,TOYOTA,,,,1,1.0,8,8, ,2,2018,9,45621, ,30,2, ,2,2,1,2, ,1000, 
191968,191968.01,1,2013,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,4,3.0,11,11, ,1,2013, ,7200, ,13,1, ,2,2,2, , ,150, 
192049,192049.01,1,2012,FORD, ,FORD,,,,1,1.0,13,13, ,3,2016, ,15000, ,15,5, ,2,2,2, , ,200, 
192049,192049.02,2,2015,FORD, ,FORD,,,,1,1.0,10,10, ,3,2016, ,10000, ,15,4, ,2,2,2, , ,200, 
192063,192063.01,1,2019,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,1,2018,11,30000, ,15,1, ,2,2,2, , ,30, 
192063,192063.02,2,2015,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,1,2015, ,15000, ,16,1, ,2,2,2, , ,20, 
192030,192030.01,1,2017,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,3,8.0,4,4,1,1,2017, ,15000,0,35,2, ,2,2,1,2, ,400, 
192039,192039.04,4,2018,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,2,2018,4,8000, ,12,5, ,2,2,2, , ,200, 
192039,192039.05,5,2018,CHEVROLET, ,CHEVROLET,,,,1,1.0,11,11, ,2,2018,5,16000, ,14,4, ,2,2,1,2, ,300, 
192039,192039.01,1,2018,CHEVROLET, ,CHEVROLET,,,,8,6.0,3,3,1,2,2018,8,11000, ,25,2, ,2,2,2, , ,250, 
192039,192039.02,2,2018,CHEVROLET, ,CHEVROLET,,,,1,1.0,11,11, ,2,2018,5,16000, ,14,4, ,2,2,1,2, ,300, 
192039,192039.03,3,2013,CHEVROLET, ,CHEVROLET,,,,8,6.0,7,7,2,2,2013, ,15000, ,24,2, ,2,2,1,2, ,300, 
192124,192124.01,1,2014,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,1,2014, ,15000, ,18,4, ,2,2,2, , ,250, 
192150,192150.01,1,2011,JEEP, ,JEEP,,,,1,1.0,8,8, ,1,2010, ,30000, ,18,4, ,2,2,1,2, ,200, 
192150,192150.02,2,2003,TOYOTA, ,TOYOTA,,,,1,1.0,13,13, ,3,2010, ,40000, ,15,4, ,2,2,2, , ,200, 
192157,192157.01,1,1995,TOYOTA, ,TOYOTA,,,,1,1.0,12,12, ,1,1995, ,10000, ,20,1, ,2,2,2, , ,100, 
192157,192157.02,2,2007,TOYOTA, ,TOYOTA,,,,1,1.0,12,12, ,1,2007, ,10000, ,23,1, ,2,2,2, , ,150, 
192157,192157.03,3,2017,TOYOTA, ,TOYOTA,,,,1,1.0,12,12, ,1,2017, ,12500, ,23,1, ,2,2,1,1,2,250, 
192157,192157.04,4,2010,TOYOTA, ,TOYOTA,,,,1,1.0,1,1, ,1,2010, ,10000, ,33,1, ,2,2,2, , ,150, 
192157,192157.05,5,2010,TOYOTA, ,TOYOTA,,,,1,1.0,12,12, ,1,2010, ,10000, ,23,1, ,2,2,2, , ,150, 
192158,192158.01,1,2015,CHEVROLET, ,CHEVROLET,,,,1,1.0,1,1, ,1,2015, ,26000, ,35,1, ,2,2,2, , ,300, 
192158,192158.02,2,2014,NISSAN, ,NISSAN,,,,1,1.0,12,12, ,1,2014, ,26000, ,25,1, ,2,2,2, , ,300, 
192158,192158.03,3,2015,CHEVROLET, ,CHEVROLET,,,,1,1.0,1,1, ,1,2015, ,26000, ,35,1, ,2,2,2, , ,300, 
192158,192158.04,4,2012,NISSAN, ,NISSAN,,,,1,1.0,2,2, ,1,2012, ,26000, ,30,1, ,2,2,2, , ,300, 
192158,192158.05,5,2001,FORD, ,FORD,,,,1,1.0,13,13, ,3,2008, ,10000, ,15,3, ,2,2,2, , ,300, 
192190,192190.01,1,2012,CHEVROLET, ,CHEVROLET,,,,4,3.0,13,13, ,3,2017, ,30000, ,18,6,pressure washing variouse locations,2,2,2, , ,150, 
192190,192190.02,2,2007,TOYOTA, ,TOYOTA,,,,1,1.0,13,13, ,3,2010, ,30000, ,15,6,pressure washing variouse locations,2,2,2, , ,150, 
192190,192190.03,3,2008,FORD, ,FORD,,,,4,3.0,13,13, ,3,2015, ,30000, ,18,6,pressure washing variouse locations,2,2,2, , ,150, 
192224,192224.01,1,2019,NISSAN, ,NISSAN,,,,1,1.0,8,8, ,1,2019,8,2000, ,28,3, ,2,2,2, , ,28, 
190752,190752.02,2,2014,NISSAN, ,NISSAN,,,,1,1.0,10,10, ,1,2014, ,30000, ,22,1, ,2,2,2, , ,300, 
190752,190752.03,3,2015,FORD, ,FORD,,,,1,1.0,11,11, ,1,2015, ,25000, ,20,1, ,2,2,2, , ,300, 
190549,190549.01,1,2016,FORD, ,FORD,,,,1,1.0,13,13, ,1,2016, ,20000, ,17,4, ,2,2,2, , ,400, 
190552,190552.01,1,2009,CHEVROLET, ,CHEVROLET,,,,4,3.0,13,13, ,1,2009, ,9000, ,19,1, ,2,2,1,1,20,200, 
190551,190551.01,1,2016,RAM, ,RAM,,,,1,1.0,13,13, ,1,2016, ,10000, ,18,1, ,2,2,1,2, ,300, 
190551,190551.02,2,2003,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,1,2003, ,1000, ,15,1, ,2,2,2, , ,100, 
190758,190758.01,1,2017,FORD, ,FORD,,,,1,1.0,13,13, ,1,2017, ,25000, ,17,2, ,2,2,1,1,20,250, 
190764,190764.01,1,1999,FORD, ,FORD,,,,1,1.0,13,13, ,1,1999, ,50000, ,12,5, ,2,2,2, , ,50, 
190762,190762.01,1,2014,RAM, ,RAM,,,,1,1.0,13,13, ,1,2014, ,15000, ,14,2, ,2,2,1,1,5,300, 
190762,190762.02,2,2014,RAM, ,RAM,,,,1,1.0,13,13, ,1,2014, ,20000, ,14,5, ,2,2,1,2, ,300, 
190757,190757.01,1,1998,DODGE, ,DODGE,,,,1,1.0,13,13, ,3,2011, ,10000, ,15,6,"Hauling suplies, employee trasportation",2,2,1,2, ,150, 
190757,190757.02,2,1997,DODGE, ,DODGE,,,,1,1.0,10,10, ,3,2006, ,2000, ,22,2, ,2,2,1,1,5,100, 
190775,190775.01,1,2007,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,3,2013, ,40000, ,14,1, ,2,2,2, , ,800, 
190776,190776.01,1,2019,TOYOTA, ,TOYOTA,,,,1,1.0,10,10, ,1,2019,2,10000, ,20,1, ,1,1,2, , ,200, 
190776,190776.02,2,2019,DODGE, ,DODGE,,,,1,1.0,5,5, ,1,2019,1,5000, ,15,3, ,1,1,2, , ,100, 
190779,190779.01,1,2001,CHEVROLET, ,CHEVROLET,,,,1,1.0,11,11, ,1,2002, ,18000, ,10,1, ,2,2,2, , ,20, 
190781,190781.01,1,2013,GMC, ,GMC,,,,1,1.0,11,11, ,1,2012, ,30000, ,17,1, ,2,1,2, , ,400, 
190781,190781.02,2,2018,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1.0,4,4, ,2,2018,5,18000, ,20,3, ,2,2,1,1,40,320, 
190781,190781.03,3,2018,NISSAN, ,NISSAN,,,,1,1.0,10,10, ,1,2018,5,20000, ,20,1, ,2,2,2, , ,320, 
190779,190779.02,2,1996,FORD, ,FORD,,,,1,1.0,9,9, ,3,2019,5,18000, ,10,1, ,2,2,2, , ,20, 
190779,190779.03,3,2000,CHEVROLET, ,CHEVROLET,,,,1,1.0,11,11, ,1,2001, ,18000, ,10,1, ,2,2,2, , ,20, 
190781,190781.04,4,2013,FORD, ,FORD,,,,1,1.0,11,11, ,1,2012, ,30000, ,20,1, ,2,1,2, , ,400, 
190779,190779.04,4,2004,CHEVROLET, ,CHEVROLET,,,,1,1.0,11,11, ,1,2005, ,18000, ,10,1, ,2,2,2, , ,20, 
190779,190779.05,5,2003,CHEVROLET, ,CHEVROLET,,,,1,1.0,11,11, ,1,2004, ,18000, ,10,1, ,2,2,2, , ,20, 
190830,190830.01,1,2011,TOYOTA, ,TOYOTA,,,,1,1.0,8,8, ,1,2011, ,10000, ,12,2, ,2,2,2, , ,60, 
190830,190830.02,2,2006,CHEVROLET, ,CHEVROLET,,,,1,1.0,11,11, ,3,2008, ,5000, ,19,2, ,2,2,2, , ,60, 
190830,190830.03,3,2015,TOYOTA, ,TOYOTA,,,,1,1.0,8,8, ,1,2015, ,10000, ,12,2, ,2,2,2, , ,60, 
190829,190829.01,1,2004,TOYOTA, ,TOYOTA,,,,1,1.0,12,12, ,3,2018,6,20000, ,18,1, ,2,2,1,1,10,300, 
190543,190543.01,1,2007,TOYOTA, ,TOYOTA,,,,1,1.0,3,3, ,3,2010, ,35000, ,25,3, ,2,2,2, , ,500, 
190543,190543.02,2,2001,TOYOTA, ,TOYOTA,,,,1,1.0,13,13, ,3,2010, ,20000, ,15,1, ,2,2,2, , ,200, 
190543,190543.03,3,2006,TOYOTA, ,TOYOTA,,,,1,1.0,3,3, ,3,2010, ,35000, ,25,3, ,2,2,2, , ,500, 
190543,190543.04,4,2009,TOYOTA, ,TOYOTA,,,,1,1.0,2,2, ,3,2010, ,35000, ,28,3, ,2,2,2, , ,500, 
190558,190558.01,1,2016,FORD, ,FORD,,,,1,1.0,13,13,1,1,2016, ,25000, ,15,5, ,2,2,2, , ,350, 
190558,190558.02,2,2012,FORD, ,FORD,,,,1,1.0,13,13,1,1,2011, ,25000, ,15,5, ,2,2,2, , ,350, 
190543,190543.05,5,2002,TOYOTA, ,TOYOTA,,,,1,1.0,12,12, ,3,2010, ,20000, ,20,1, ,2,2,2, , ,250, 
190558,190558.03,3,2005,FORD, ,FORD,,,,1,1.0,13,13,1,1,2005, ,25000, ,15,5, ,2,2,2, , ,350, 
190558,190558.04,4,2016,FORD, ,FORD,,,,1,1.0,13,13,1,1,2016, ,25000, ,15,2, ,2,2,2, , ,350, 
190558,190558.05,5,2005,FORD, ,FORD,,,,1,1.0,13,13,1,1,2005, ,25000, ,15,2, ,2,2,2, , ,350, 
190563,190563.01,1,2013,TOYOTA, ,TOYOTA,,,,1,1.0,9,9, ,1,2013, ,10000, ,19,2, ,2,2,1,2, ,100, 
190561,190561.01,1,2013,FORD, ,FORD,,,,1,1.0,10,10, ,1,2013, ,7500, ,16,4, ,2,2,2, , ,200, 
190561,190561.02,2,2005,ACURA, ,ACURA,,,,1,1.0,3,3, ,3,2017, ,5000, ,18,4, ,2,2,2, , ,200, 
190559,190559.01,1,2003,FORD, ,FORD,,,,1,1.0,11,11, ,1,2003, ,7000, ,12,1, ,2,2,2, , ,50, 
190559,190559.02,2,2001,CHEVROLET, ,CHEVROLET,,,,1,1.0,10,10, ,1,2001, ,5000, ,18,1, ,2,2,2, , ,30, 
190564,190564.01,1,2015,FORD, ,FORD,,,,2,2.0,3,3, ,1,2015, ,25000, ,43,2, ,2,2,2, , , , 
190564,190564.02,2,2013,FORD, ,FORD,,,,1,1.0,6,6, ,1,2013, ,20000, ,16,2, ,2,2,1,2, ,150, 
190564,190564.03,3,2015,FORD, ,FORD,,,,4,3.0,13,13, ,1,2015, ,10000, ,10,5, ,2,2,2, , ,300, 
190566,190566.01,1,2002,FORD, ,FORD,,,,1,1.0,12,12, ,3,2000, ,15000, ,19,1, ,2,2,2, , ,100, 
190570,190570.01,1,2018,FORD, ,FORD,,,,1,1.0,10,10, ,1,2018,2,25000, ,21,6," livestock, dogs, cats, wildlife, other",2,2,2, , ,50, 
190570,190570.02,2,2018,FORD, ,FORD,,,,1,1.0,11,11, ,1,2018,3,19000, ,25,6,"transport for dogs, cats,",2,2,2, , ,50, 
190570,190570.03,3,2018,FORD, ,FORD,,,,1,1.0,10,10, ,1,2018,8,25000, ,25,6,"transferring dogs, cat, pickup donations",2,2,2, , ,50, 
190570,190570.04,4,2017,TOYOTA, ,TOYOTA,,,,1,1.0,12,12, ,1,2017, ,28000, ,19,6,"picking dogs, cats, wildlife, other animals",2,2,2, , ,100, 
190570,190570.05,5,2017,TOYOTA, ,TOYOTA,,,,1,1.0,12,12, ,1,2017, ,28000, ,18,6,"picking up dogs, cats, wildlife, other animals",2,2,2, , ,100, 
190572,190572.01,1,2007,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13,2,1,2007, ,40000, ,15,4, ,2,2,2, , ,150, 
190572,190572.02,2,2018,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1.0,11,11, ,1,2018,11,50000, ,25,4, ,2,2,1,2, ,200, 
190572,190572.03,3,2016,FORD, ,FORD,,,,1,1.0,13,13,4,1,2016, ,30000, ,20,4, ,2,2,2, , ,150, 
190572,190572.04,4,2006,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13,1,1,2006, ,25000, ,20,4, ,2,2,2, , ,150, 
190666,190666.01,1,2018,FORD, ,FORD,,,,1,1.0,13,13, ,1,2018,1,30000, ,40,2, ,1,2,2, , ,50, 
190572,190572.05,5,2007,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13,1,1,2007, ,25000, ,20,4, ,2,2,2, , ,150, 
190666,190666.02,2,2019,TOYOTA, ,TOYOTA,,,,1,1.0,7,7, ,1,2019,5,23532, ,40,2, ,1,2,2, , ,1000, 
190666,190666.03,3,2018,FORD, ,FORD,,,,1,1.0,13,13, ,1,2018,2,30000, ,40,1, ,1,1,2, , ,600, 
190666,190666.04,4,2016,FORD, ,FORD,,,,1,1.0,13,13, ,2,2017, ,23556, ,45,1, ,1,2,2, , ,1000, 
190666,190666.05,5,2019,FORD, ,FORD,,,,1,1.0,13,13, ,1,2019,2,36000, ,40,2, ,2,1,2, , ,800, 
190671,190671.01,1,2017,TOYOTA, ,TOYOTA,,,,1,1.0,8,8, ,1,2018,6,35000, ,15,2, ,2,2,1,1,20,100, 
190671,190671.02,2,2018,TOYOTA, ,TOYOTA,,,,2,2.0,2,2, ,1,2018,6,15000, ,45,2, ,2,2,1,1,20, , 
190671,190671.03,3,2018,TOYOTA, ,TOYOTA,,,,2,2.0,8,8, ,1,2018,6,15000, ,45,2, ,2,2,1,1,10, , 
190671,190671.04,4,2018,CHRYSLER, ,CHRYSLER,,,,1,1.0,11,11, ,1,2018,6,15000, ,20,2, ,2,2,1,1,40,100, 
192185,192185.03,3,1999,FORD, ,FORD,,,,1,1.0,9,9, ,3,2006, ,7500, ,10,1, ,2,2,2, , ,350, 
192185,192185.04,4,2002,FORD, ,FORD,,,,1,1.0,13,13, ,3,2011, ,7500, ,10,5, ,2,2,2, , ,350, 
192185,192185.05,5,2003,FORD, ,FORD,,,,1,1.0,13,13, ,4,2012, ,2500, ,10,5, ,2,2,2, , ,350, 
192191,192191.01,1,2001,CHEVROLET, ,CHEVROLET,,,,1,1.0,12,12, ,3,2008, ,50000, ,15,1, ,2,2,2, , ,300, 
192191,192191.02,2,2001,GMC, ,GMC,,,,1,1.0,13,13, ,3,2005, ,50000, ,13,1, ,2,2,2, , ,300, 
192191,192191.03,3,2006,CHEVROLET, ,CHEVROLET,,,,1,1.0,9,9, ,1,2006, ,50000, ,18,1, ,2,2,2, , ,300, 
192191,192191.04,4,2002,CHEVROLET, ,CHEVROLET,,,,1,1.0,12,12, ,3,2019,1,50000, ,18,1, ,2,2,2, , ,300, 
192192,192192.01,1,2016,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1.0,11,11, ,1,2016, ,12000, ,21,2, ,2,2,2, , ,250, 
192192,192192.02,2,2015,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,4,3.0,11,11, ,2,2015, ,6000, ,20,2, ,2,2,2, , ,250, 
192201,192201.01,1,2012,DODGE, ,DODGE,,,,4,3.0,13,13, ,3,2012, ,3000, ,35,2, ,2,2,2, , ,100, 
192201,192201.02,2,2016,FORD, ,FORD,,,,1,1.0,6,6, ,1,2016, ,3000, ,35,2, ,2,2,2, , ,100, 
192201,192201.03,3,1997,FORD, ,FORD,,,,4,3.0,13,13, ,3,1999, ,3000, ,35,5, ,2,2,2, , ,100, 
192203,192203.01,1,2014,TESLA, ,TESLA,,,,5,4.0,3,3, ,3,2018,6,20000, ,90,3, ,2,2,1,2, , , 
192203,192203.02,2,2017,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13,1,1,2017, ,20000, ,12,5, ,2,2,1,2, ,300, 
192205,192205.01,1,2017,RAM, ,RAM,,,,1,1.0,10,10, ,1,2017, ,25000, ,16,3, ,2,2,1,2, ,200, 
192205,192205.02,2,2005,TOYOTA, ,TOYOTA,,,,1,1.0,12,12, ,3,2010, ,40000, ,15,5, ,2,2,2, , ,250, 
192219,192219.01,1,2018,DODGE, ,RAM,,,,1,1.0,11,13,1,2,2018,11,200000, ,15,1, ,2,2,2, , ,350, 
192219,192219.02,2,2014,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,1,2014, ,15000, ,11,6,"FFICE NEEDS. BANKING, SHOPPING ETC",2,2,2, , ,200, 
192219,192219.03,3,2018,FORD, ,FORD,,,,1,1.0,11,11, ,2,2018,12,200000, ,15,1, ,2,2,2, , ,320, 
192219,192219.04,4,2019,DODGE, ,RAM,,,,1,1.0,11,13,1,2,2019,3,200000, ,15,1, ,2,2,2, , ,300, 
192219,192219.05,5,2014,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,3,2015, ,15000, ,12,2, ,2,2,2, , ,150, 
192223,192223.01,1,2007,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,4,2011, ,15000, ,8,6,Construction,2,2,2, , ,400, 
192225,192225.01,1,2003,CHEVROLET, ,CHEVROLET,,,,1,1.0,11,11, ,3,2005, ,15000, ,15,1, ,2,2,2, , ,200, 
192226,192226.01,1,2007,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,3,2012, ,5000, ,16,1, ,2,2,2, , ,300, 
192229,192229.01,1,2010,TOYOTA, ,TOYOTA,,,,1,1.0,12,12, ,3,2016, ,500, ,28,5, ,2,2,2, , ,300, 
192230,192230.01,1,2019,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1.0,8,8, ,1,2019,2,15000, ,20,5, ,2,2,1,1,40,400, 
