sampno,veh_id,veh_num,year,make,make_other,make_clean,model,model_other,model_clean,fuel_type,fuel_type_clean,vehicle_type,vehicle_type_clean,vehicle_status,how_acquired,acquired_year,acquired_month,annual_mileage,electric_miles,mpg,current_use,other_use,tnc_replacement,delivery_replacement,veh_home,personal_use,personal_miles,hv_replacement,fcev_fuel_cost
191129,191129.01,1,2015,TOYOTA, ,TOYOTA,,,,1,1.0,9,9, ,1,2015, ,12000, ,32,2, ,2,2,1,2, ,300, 
191195,191195.01,1,2017,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1.0,6,6, ,2,2017, ,10000, ,18,2, ,1,2,1,1,10,50, 
191183,191183.01,1,2019,BMW, ,BMW,,,,3,8.0,6,6, ,2,2017, ,12000,30,30,2, ,2,2,2, , ,70, 
191303,191303.01,1,2019,LEXUS, ,LEXUS,,,,1,1.0,8,8, ,2,2019,3,5000, ,20,2, ,2,2,1,1,50,50, 
191303,191303.02,2,2019,LEXUS, ,LEXUS,,,,1,1.0,6,6, ,2,2019,3,5000, ,25,2, ,1,1,1,1,50,100, 
191248,191248.02,2,2018,FORD, ,FORD,,,,1,1.0,11,11, ,1,2018,1,20000, ,15,1, ,1,2,2, , ,250, 
191248,191248.03,3,2018,FORD, ,FORD,,,,1,1.0,11,11, ,1,2018,1,20000, ,15,1, ,1,2,2, , ,250, 
191248,191248.01,1,2018,FORD, ,FORD,,,,1,1.0,11,11, ,1,2018,1,20000, ,15,1, ,1,2,2, , ,250, 
191248,191248.04,4,2018,FORD, ,FORD,,,,1,1.0,11,11, ,1,2018,1,20000, ,15,1, ,1,2,2, , ,250, 
191248,191248.05,5,2018,FORD, ,FORD,,,,1,1.0,11,11, ,1,2018,1,20000, ,15,1, ,1,2,2, , ,250, 
191264,191264.01,1,2008,GMC, ,GMC,,,,1,1.0,13,13, ,3,2012, ,6000, ,18,5, ,2,1,1,1,25,175, 
191264,191264.02,2,1994,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,3,1997, ,50, ,12,6,On-Site use only,2,2,2, , ,50, 
191213,191213.04,4,2016,DODGE, ,RAM,,,,1,1.0,10,10,1,1,2016, ,28000, ,21,3, ,2,2,1,1,15,400, 
191213,191213.01,1,2013,FORD, ,FORD,,,,1,1.0,13,13, ,3,2015, ,35000, ,16,5, ,2,2,2, , ,400, 
191213,191213.02,2,2013,FORD, ,FORD,,,,1,1.0,13,13, ,3,2017, ,35000, ,16,5, ,2,2,2, , ,400, 
191213,191213.03,3,2010,FORD, ,FORD,,,,8,6.0,13,13, ,3,2017, ,30000, ,16,5, ,2,2,2, , ,400, 
191220,191220.01,1,2012,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1.0,5,5, ,1,2012, ,1000, ,50,1, ,2,2,2, , ,100, 
191221,191221.01,1,2018,TESLA, ,TESLA,,,,5,4.0,6,6, ,2,2018,6,5000, ,100,2, ,1,1,1,1,10, , 
191316,191316.01,1,2018,TESLA, ,TESLA,,,,5,4.0,3,3, ,1,2018,4,11000, ,126,2, ,1,2,1,1,40, , 
191316,191316.02,2,2018,TESLA, ,TESLA,,,,5,4.0,6,6, ,1,2018,10,7000, ,92,2, ,1,2,1,1,10, , 
191340,191340.01,1,2007,SCION, ,SCION,,,,1,1.0,6,2,1,1,2007, ,7000, ,28,2, ,2,2,2, , ,200, 
191347,191347.02,2,2006,HONDA, ,HONDA,,,,2,2.0,2,2, ,1,2006, ,5000, ,30,2, ,1,2,1,1,25, , 
191347,191347.03,3,2012,TOYOTA, ,TOYOTA,,,,3,8.0,3,3, ,1,2012, ,9000,25,30,2, ,2,2,1,1,20,600, 
191347,191347.04,4,2015,PORSCHE, ,PORSCHE,,,,4,3.0,6,6, ,3,2016, ,1500, ,18,2, ,1,2,1,1,10,200, 
191347,191347.01,1,2003,ACURA, ,ACURA,,,,1,1.0,8,8, ,3,2003, ,1000, ,14,5, ,1,1,1,2, ,1000, 
191347,191347.05,5,2018,TESLA, ,TESLA,,,,5,4.0,6,6, ,1,2018,6,3000, ,149,2, ,1,2,1,1,50, , 
191688,191688.02,2,2018,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1.0,8,8, ,2,2018,8,12000, ,20,1, ,1,2,2, , ,200, 
191688,191688.01,1,2018,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1.0,8,8, ,2,2018,3,12000, ,20,1, ,1,2,2, , ,200, 
191699,191699.01,1,2003,CHEVROLET, ,CHEVROLET,,,,1,1.0,11,11, ,3,2010, ,4000, ,20,2, ,2,2,2, , ,50, 
191700,191700.03,3,2011,FORD, ,FORD,,,,1,1.0,11,11, ,3,2015, ,5500, ,16,1, ,2,2,2, , ,20, 
191700,191700.04,4,2013,TOYOTA, ,TOYOTA,,,,1,1.0,10,10, ,1,2014, ,12000, ,17,1, ,2,2,2, , ,20, 
191700,191700.01,1,2015,CADILLAC, ,CADILLAC,,,,1,1.0,9,9, ,1,2015, ,10000, ,20,2, ,2,2,1,2, ,22, 
191700,191700.02,2,2013,HONDA, ,HONDA,,,,1,1.0,8,8, ,1,2014, ,8500, ,16,1, ,2,2,2, , ,20, 
191387,191387.01,1,2016,AUDI, ,AUDI,,,,1,1.0,4,4, ,2,2017, ,20000, ,15,6,lease car Doctor,2,2,1,2, ,1000, 
191387,191387.02,2,2016,CHEVROLET, ,CHEVROLET,,,,8,6.0,4,4, ,3,2017, ,6500, ,16,2, ,2,2,1,2, ,1000, 
191387,191387.03,3,2018,GMC, ,GMC,,,,1,1.0,6,6, ,2,2018,2,20000, ,15,6,transportation,2,2,1,2, ,1000, 
191387,191387.04,4,2018,PORSCHE, ,PORSCHE,,,,1,1.0,5,5, ,2,2018,2,20000, ,20,6,transportation,2,2,2, , ,1000, 
191509,191509.01,1,2017,FORD, ,FORD,,,,1,1.0,13,13, ,1,2017, ,6900, ,23,1, ,2,2,2, , ,300, 
191509,191509.02,2,2016,FORD, ,FORD,,,,2,2.0,3,3, ,3,2017, ,16000, ,31,2, ,2,2,2, , , , 
191509,191509.03,3,2015,FORD, ,FORD,,,,1,1.0,11,11, ,3,2017, ,10000, ,19,2, ,2,2,2, , ,300, 
191509,191509.04,4,2000,FORD, ,FORD,,,,1,1.0,13,13, ,5,2007, ,19000, ,16,5, ,2,2,2, , ,300, 
191520,191520.01,1,2012,KIA, ,KIA,,,,1,1.0,10,10, ,1,2012, ,12000, ,23,1, ,2,2,2, , ,50, 
191520,191520.02,2,2016,TOYOTA, ,TOYOTA,,,,1,1.0,1,2,1,1,2016, ,10000, ,35,2, ,1,1,2, , ,50, 
191798,191798.01,1,2018,BMW, ,BMW,,,,3,8.0,3,3, ,2,2018,6,8000,30,39,2, ,2,2,1,1,30,60, 
192110,192110.05,5,1997,DODGE, ,DODGE,,,,1,1.0,11,11, ,1,1997, ,4500, ,12,2, ,2,2,2, , ,50, 
192110,192110.01,1,2011,FORD, ,FORD,,,,1,1.0,3,3, ,3,2013, ,4380, ,21,2, ,2,2,2, , ,50, 
192110,192110.02,2,2009,NISSAN, ,NISSAN,,,,1,1.0,3,3, ,3,2018,6,1500, ,24,2, ,2,2,2, , ,50, 
192110,192110.03,3,2003,TOYOTA, ,TOYOTA,,,,1,1.0,3,3, ,3,2016, ,4500, ,25,2, ,2,2,2, , ,50, 
192110,192110.04,4,2010,FORD, ,FORD,,,,1,1.0,11,11, ,3,2018,3,2000, ,12,2, ,2,2,2, , ,50, 
191857,191857.01,1,2016,FORD, ,FORD,,,,1,1.0,11,11, ,1,2016, ,11500, ,15,1, ,2,2,2, , ,1000, 
191896,191896.02,2,2005,GMC, ,GMC,,,,1,1.0,11,11, ,3,2010, ,15000, ,25,2, ,2,2,2, , ,25, 
191896,191896.03,3,2005,TOYOTA, ,TOYOTA,,,,1,1.0,12,12, ,3,2010, ,15000, ,25,5, ,2,2,2, , ,25, 
191896,191896.01,1,2014,NISSAN, ,NISSAN,,,,1,1.0,10,10, ,3,2018,4,15000, ,25,2, ,2,2,2, , ,25, 
192109,192109.01,1,2010,TOYOTA, ,TOYOTA,,,,1,1.0,10,10, ,1,2010, ,11000, ,24,2, ,2,2,2, , ,60, 
192109,192109.02,2,2010,TOYOTA, ,TOYOTA,,,,1,1.0,10,10, ,1,2010, ,11500, ,24,2, ,2,2,2, , ,80, 
192109,192109.03,3,2010,TOYOTA, ,TOYOTA,,,,1,1.0,10,10, ,1,2010, ,11500, ,24,2, ,2,2,2, , ,80, 
192109,192109.04,4,2008,TOYOTA, ,TOYOTA,,,,1,1.0,10,10, ,1,2008, ,12000, ,24,2, ,2,2,2, , ,80, 
192005,192005.03,3,2016,FORD, ,FORD,,,,1,1.0,11,11, ,1,2015, ,5000, ,28,2, ,2,2,2, , ,400, 
192005,192005.01,1,2014,FORD, ,FORD,,,,1,1.0,3,3, ,3,2015, ,10000, ,29,2, ,2,2,2, , ,450, 
192005,192005.02,2,2018,FORD, ,FORD,,,,3,8.0,3,3, ,1,2018,4,12000,30,40,2, ,2,2,2, , ,550, 
192057,192057.01,1,2017,BMW, ,BMW,,,,1,1.0,2,2, ,2,2017, ,10000, ,15,6,FRIVING TO HOSPITALS AND SURGERY CENTERS AND CLINICS,2,2,1,1,10,200, 
192057,192057.02,2,2008,Other,TESLA,TESLA,,,,5,4.0,5,5,2,1,2008, ,1000, ,100,6,"TRANSPORTATION TO HOSPITALS, CLINICS AND SURGERY CENTERS",2,2,1,1,10, , 
192086,192086.01,1,2011,LEXUS, ,LEXUS,,,,1,1.0,9,9, ,1,2011, ,15000, ,21,2, ,2,2,1,1,1,300, 
192086,192086.02,2,2011,BMW, ,BMW,,,,1,1.0,3,3, ,1,2011, ,11000, ,18,3, ,2,2,1,1,1,300, 
192086,192086.03,3,2018,BMW, ,BMW,,,,3,8.0,4,4, ,2,2018,6,13000,10,25,2, ,2,2,1,1,1,300, 
192086,192086.04,4,2017,VOLVO, ,VOLVO,,,,1,1.0,6,6, ,1,2018,2,12000, ,29,2, ,2,2,1,1,1,300, 
192018,192018.01,1,2006,FORD, ,FORD,,,,1,1.0,13,13, ,3,2010, ,7000, ,15,4, ,2,2,2, , ,50, 
192034,192034.01,1,2018,TESLA, ,TESLA,,,,5,4.0,6,6, ,1,2018,8,15000, ,125,3, ,2,2,1,1,20, , 
192128,192128.01,1,2015,TESLA, ,TESLA,,,,5,4.0,3,3, ,3,2016, ,15000, ,100,2, ,2,2,1,1,10, , 
192128,192128.02,2,2018,AUDI, ,AUDI,,,,1,1.0,6,6, ,3,2019,4,10000, ,22,1, ,2,1,2, , ,300, 
192134,192134.03,3,2016,HONDA, ,HONDA,,,,1,1.0,8,8, ,3,2016, ,80000, ,40,1, ,2,2,2, , ,50, 
192134,192134.01,1,2016,CHEVROLET, ,CHEVROLET,,,,1,1.0,11,11, ,3,2017, ,100000, ,40,1, ,2,2,2, , ,50, 
192134,192134.02,2,2016,GMC, ,GMC,,,,1,1.0,11,11, ,3,2016, ,75000, ,40,1, ,2,2,2, , ,50, 
192156,192156.01,1,2018,NISSAN, ,NISSAN,,,,1,1.0,10,10, ,1,2018,2,20000, ,18,1, ,2,2,2, , ,150, 
192156,192156.02,2,2018,FORD, ,FORD,,,,1,1.0,13,13, ,1,2018,5,20000, ,14,1, ,2,2,2, , ,150, 
192156,192156.03,3,2018,GMC, ,GMC,,,,1,1.0,11,11, ,1,2018,7,20000, ,16,1, ,2,2,2, , ,150, 
192156,192156.04,4,2018,GMC, ,GMC,,,,1,1.0,11,11, ,1,2018,4,20000, ,14,1, ,2,2,2, , ,150, 
192156,192156.05,5,2018,FORD, ,FORD,,,,1,1.0,13,13, ,1,2018,8,20000, ,14,1, ,2,2,2, , ,150, 
192282,192282.01,1,2019,HONDA, ,HONDA,,,,1,1.0,8,8, ,1,2017, ,20000, ,24,2, ,1,1,1,1,15,200, 
192302,192302.01,1,2018,TOYOTA, ,TOYOTA,,,,1,1.0,10,10, ,1,2018,7,10000, ,25,2, ,2,2,2, , ,150, 
192302,192302.02,2,2017,HONDA, ,HONDA,,,,1,1.0,1,1, ,1,2017, ,10000, ,30,2, ,2,2,2, , ,150, 
192302,192302.03,3,2016,TOYOTA, ,TOYOTA,,,,1,1.0,10,10, ,1,2016, ,10000, ,25,2, ,2,2,2, , ,150, 
192302,192302.04,4,2013,TOYOTA, ,TOYOTA,,,,1,1.0,10,10, ,1,2013, ,10000, ,25,2, ,2,2,2, , ,150, 
192302,192302.05,5,2017,HONDA, ,HONDA,,,,1,1.0,2,2, ,1,2017, ,10000, ,30,2, ,2,2,2, , ,150, 
190032,190032.01,1,2016,FORD, ,FORD,,,,1,1.0,11,11, ,1,2016, ,16000, ,15,2, ,1,1,2, , ,40, 
190032,190032.02,2,2017,NISSAN, ,NISSAN,,,,1,1.0,13,13, ,1,2017, ,18000, ,16,1, ,2,1,1,1,5,40, 
190032,190032.03,3,2017,NISSAN, ,NISSAN,,,,1,1.0,11,11, ,1,2017, ,15000, ,16,2, ,1,1,2, , ,40, 
190307,190307.01,1,2018,TESLA, ,TESLA,,,,5,4.0,3,3, ,1,2017, ,15000, ,100,2, ,2,2,1,1,10, , 
190307,190307.02,2,2016,TESLA, ,TESLA,,,,5,4.0,6,6, ,3,2019,1,15000, ,89,2, ,2,2,1,1,50, , 
190346,190346.01,1,2018,DODGE, ,DODGE,,,,1,1.0,10,10,3,3,2017, ,20000, ,15,5, ,2,2,1,1,20,50, 
190346,190346.02,2,2013,LEXUS, ,LEXUS,,,,1,1.0,9,9, ,1,2012, ,8000, ,15,1, ,2,2,1,1,50,100, 
190405,190405.01,1,2009,SCION, ,SCION,,,,1,1.0,3,3, ,5,2012, ,6000, ,28,1, ,1,2,2, , ,50, 
190664,190664.01,1,2003,FORD, ,FORD,,,,1,1.0,12,12, ,1,2003, ,1000, ,24,1, ,2,2,2, , ,350, 
190595,190595.01,1,2013,HONDA, ,HONDA,,,,1,1.0,10,10, ,2,2013, ,6500, ,19,2, ,1,2,1,1,45,120, 
190638,190638.01,1,2009,NISSAN, ,NISSAN,,,,1,1.0,7,7, ,5,2015, ,10000, ,18,5, ,2,2,2, , ,150, 
190638,190638.02,2,2006,TOYOTA, ,TOYOTA,,,,1,1.0,10,10, ,1,2006, ,10000, ,16,5, ,2,2,2, , ,350, 
190929,190929.01,1,1993,GMC, ,GMC,,,,1,1.0,13,13, ,3,2002, ,6000, ,15,5, ,2,2,2, , ,100, 
191053,191053.05,5,2015,TOYOTA, ,TOYOTA,,,,3,8.0,3,3, ,1,2014, ,18000,5,55,2, ,2,2,1,2, ,365, 
191053,191053.01,1,2010,HONDA, ,HONDA,,,,1,1.0,2,2, ,1,2009, ,18000, ,32,2, ,2,2,2, , ,230, 
191053,191053.02,2,2014,TOYOTA, ,TOYOTA,,,,3,8.0,3,3, ,1,2013, ,14000,30,55,2, ,2,2,1,2, ,240, 
191053,191053.03,3,2012,HONDA, ,HONDA,,,,1,1.0,2,2, ,1,2011, ,16000, ,32,2, ,2,2,1,2, ,345, 
191053,191053.04,4,2010,HONDA, ,HONDA,,,,1,1.0,2,2, ,1,2009, ,16000, ,32,2, ,2,2,1,2, ,250, 
191090,191090.01,1,2017,NISSAN, ,NISSAN,,,,1,1.0,11,11, ,1,2017, ,2000, ,16,1, ,2,2,2, , ,250, 
191166,191166.01,1,2017,CHRYSLER, ,CHRYSLER,,,,1,1.0,10,10, ,3,2018,1,10000, ,50,5, ,2,2,2, , ,200, 
191169,191169.01,1,1998,JEEP, ,JEEP,,,,1,1.0,6,6, ,1,1998, ,3000, ,20,5, ,2,2,2, , ,300, 
191306,191306.01,1,2012,FORD, ,FORD,,,,1,1.0,11,13,1,1,2012, ,10000, ,20,1, ,2,2,2, , ,20, 
191306,191306.02,2,2012,FORD, ,FORD,,,,1,1.0,11,11, ,1,2012, ,10000, ,20,1, ,2,2,2, , ,20, 
191320,191320.01,1,2014,TOYOTA, ,TOYOTA,,,,2,2.0,3,3, ,2,2014, ,25000, ,48,2, ,2,2,1,1,10, , 
191704,191704.01,1,2004,FORD, ,FORD,,,,1,1.0,12,12, ,1,2004, ,1000, ,15,1, ,2,2,2, , ,100, 
191704,191704.02,2,2005,FORD, ,FORD,,,,1,1.0,13,13, ,1,2005, ,1000, ,12,5, ,2,2,2, , ,100, 
191481,191481.01,1,2014,FORD, ,FORD,,,,1,1.0,8,8, ,1,2013, ,10000, ,20,5, ,2,2,1,2, ,60, 
191590,191590.01,1,2014,TOYOTA, ,TOYOTA,,,,1,1.0,12,12, ,3,2015, ,30000, ,21,5, ,2,2,2, , ,200, 
191762,191762.01,1,2017,FORD, ,FORD,,,,1,1.0,8,8, ,2,2017, ,10000, ,14,2, ,2,2,2, , ,100, 
191762,191762.02,2,2010,LEXUS, ,LEXUS,,,,1,1.0,9,9, ,1,2010, ,16000, ,15,2, ,2,2,1,1,10,250, 
191803,191803.01,1,2018,RAM, ,RAM,,,,1,1.0,13,13, ,2,2018,3,12000, ,17,2, ,2,1,1,1,30,400, 
191904,191904.01,1,2001,TOYOTA, ,TOYOTA,,,,1,1.0,7,7, ,5,2005, ,3500, ,17,5, ,2,2,2, , ,50, 
191966,191966.01,1,2015,CHRYSLER, ,CHRYSLER,,,,8,6.0,3,3, ,1,2014, ,10000, ,100,1, ,1,2,1,1,50,50, 
191966,191966.02,2,2017,CADILLAC, ,CADILLAC,,,,1,1.0,4,4, ,2,2017, ,30000, ,40,1, ,1,2,2, , ,100, 
192089,192089.02,2,2018,BMW, ,BMW,,,,5,4.0,1,1, ,2,2018,7,7000, ,149,2, ,1,2,1,1,20, , 
192089,192089.01,1,2012,AUDI, ,AUDI,,,,1,1.0,2,2, ,3,2015, ,9000, ,24,2, ,2,2,1,1,20,100, 
192152,192152.02,2,2003,TOYOTA, ,TOYOTA,,,,1,1.0,6,6, ,3,2014, ,15000, ,30,3, ,2,2,2, , ,250, 
192152,192152.01,1,2015,HONDA, ,HONDA,,,,1,1.0,8,8, ,3,2018,4,15000, ,30,6,Delivery of employes and equipment to job sites,2,2,2, , ,300, 
192168,192168.01,1,2002,FORD, ,FORD,,,,1,1.0,12,12, ,3,2005, ,3500, ,16,5, ,2,2,2, , ,250, 
192274,192274.01,1,1996,GMC, ,GMC,,,,1,1.0,13,13, ,3,2012, ,1000, ,13,5, ,2,2,2, , ,50, 
190065,190065.02,2,2019,CHEVROLET, ,CHEVROLET,,,,2,2.0,3,3, ,1,2019,1,9000, ,90,1, ,1,1,1,1,45, , 
190065,190065.01,1,2019,INFINITI, ,INFINITI,,,,2,2.0,3,3, ,1,2019,1,8000, ,80,1, ,1,1,1,1,23, , 
190145,190145.01,1,2001,DODGE, ,DODGE,,,,1,1.0,10,10, ,3,2006, ,15000, ,21,1, ,2,2,2, , ,150, 
190201,190201.03,3,2013,TOYOTA, ,TOYOTA,,,,1,1.0,12,12, ,2,2013, ,20000, ,18,4, ,2,2,1,1,20,300, 
190201,190201.04,4,2016,TOYOTA, ,TOYOTA,,,,1,1.0,13,13, ,2,2016, ,20000, ,17,4, ,2,2,1,1,30,300, 
190201,190201.01,1,2017,TOYOTA, ,TOYOTA,,,,1,1.0,12,12, ,2,2017, ,25000, ,18,1, ,2,2,1,1,40,300, 
190201,190201.02,2,2018,TOYOTA, ,TOYOTA,,,,1,1.0,13,13, ,2,2018,3,20000, ,17,5, ,2,2,1,1,30,300, 
190210,190210.01,1,2008,HONDA, ,HONDA,,,,1,1.0,6,6, ,1,2008, ,7200, ,23,1, ,2,2,2, , ,60, 
190210,190210.02,2,2016,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,4,3.0,11,11, ,1,2016, ,1250, ,22,1, ,2,2,2, , ,60, 
190330,190330.02,2,2008,CHEVROLET, ,CHEVROLET,,,,1,1.0,11,11, ,1,2008, ,2000, ,20,1, ,2,2,2, , ,200, 
190330,190330.03,3,2016,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1.0,11,11,1,1,2016, ,12000, ,20,1, ,2,2,2, , ,200, 
190330,190330.04,4,2002,HONDA, ,HONDA,,,,1,1.0,10,10, ,1,2002, ,10000, ,20,5, ,2,2,1,1,25,200, 
190330,190330.01,1,2015,FORD, ,FORD,,,,1,1.0,11,11, ,1,2015, ,12000, ,20,1, ,2,2,2, , ,200, 
190424,190424.01,1,2008,CHEVROLET, ,CHEVROLET,,,,1,1.0,11,11, ,3,2013, ,6000, ,12,5, ,2,2,1,2, ,300, 
190806,190806.01,1,2014,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,5,4.0,7,7, ,1,2014, ,10000, ,25,2, ,2,2,2, , , , 
190826,190826.01,1,2016,BMW, ,BMW,,,,3,8.0,1,1, ,3,2017, ,2500,90,50,6,misc. business trips,2,2,1,2, ,75, 
190828,190828.05,5,2019,CHEVROLET, ,CHEVROLET,,,,8,6.0,8,8, ,2,2018,2,45000, ,20,2, ,1,1,2, , ,400, 
190828,190828.01,1,2019,FORD, ,FORD,,,,8,6.0,13,13, ,1,2019,3,45000, ,15,1, ,1,1,1,1,50,50, 
190828,190828.02,2,2019,CHEVROLET, ,CHEVROLET,,,,8,6.0,13,13, ,1,2019,3,45000, ,15,1, ,1,1,1,2, ,50, 
190828,190828.03,3,2018,TOYOTA, ,TOYOTA,,,,8,6.0,7,7, ,2,2018,2,45000, ,15,1, ,1,1,2, , ,300, 
190828,190828.04,4,2019,CHEVROLET, ,CHEVROLET,,,,8,6.0,13,13, ,2,2018,3,45000, ,20,4, ,1,1,2, , ,400, 
190562,190562.01,1,2017,NISSAN, ,NISSAN,,,,1,1.0,11,11, ,2,2017, ,20000, ,25,1, ,1,2,2, , ,300, 
190575,190575.01,1,2013,TOYOTA, ,TOYOTA,,,,1,1.0,2,2, ,1,2013, ,15000, ,29,1, ,1,2,2, , ,300, 
190658,190658.01,1,2017,FORD, ,FORD,,,,1,1.0,11,11, ,1,2017, ,10000, ,12,1, ,2,2,2, , ,100, 
190658,190658.02,2,2015,FORD, ,FORD,,,,1,1.0,10,10, ,1,2015, ,12000, ,25,1, ,2,2,2, , ,150, 
190658,190658.03,3,2015,FORD, ,FORD,,,,1,1.0,11,11, ,1,2015, ,8000, ,15,1, ,2,2,2, , ,50, 
190659,190659.03,3,2006,TOYOTA, ,TOYOTA,,,,1,1.0,6,6, ,1,2008, ,30000, ,22,1, ,2,2,2, , ,100, 
190659,190659.04,4,2008,HONDA, ,HONDA,,,,1,1.0,6,6, ,3,2013, ,20000, ,21,1, ,2,2,2, , ,100, 
190659,190659.01,1,2018,Other,Scion,SCION,,,,1,1.0,2,2,3,1,2018,9,20000, ,26,1, ,2,2,2, , ,100, 
190659,190659.02,2,2019,CHEVROLET, ,CHEVROLET,,,,1,1.0,7,7, ,1,2018,6,20000, ,25,1, ,2,2,2, , ,100, 
190978,190978.01,1,2014,FORD, ,FORD,,,,1,1.0,6,6, ,3,2016, ,20000, ,26,1, ,2,2,2, , ,350, 
190978,190978.02,2,2003,FORD, ,FORD,,,,1,1.0,11,11, ,3,2011, ,40000, ,12,5, ,2,2,2, , ,350, 
190879,190879.01,1,2004,ACURA, ,ACURA,,,,1,1.0,8,8, ,3,2016, ,11000, ,18,1, ,2,2,2, , ,200, 
190884,190884.01,1,2011,FORD, ,FORD,,,,1,1.0,11,11, ,1,2011, ,8000, ,13,2, ,2,2,2, , ,15, 
190885,190885.02,2,2016,BMW, ,BMW,,,,1,1.0,4,2,1,2,2016, ,20000, ,23,2, ,2,2,1,1,25,350, 
190885,190885.01,1,2019,VOLVO, ,VOLVO,,,,1,1.0,6,6, ,1,2018,10,25000, ,25,1, ,2,2,1,1,15,300, 
190953,190953.01,1,2015,FORD, ,FORD,,,,1,1.0,11,11, ,1,2016, ,30000, ,20,1, ,2,2,1,2, ,500, 
190955,190955.01,1,2013,LEXUS, ,LEXUS,,,,1,1.0,3,3, ,1,2013, ,11000, ,31,2, ,1,2,1,1,40,30, 
190955,190955.02,2,2015,TOYOTA, ,TOYOTA,,,,1,1.0,8,8, ,1,2015, ,10000, ,23,2, ,2,2,1,1,40,23, 
190957,190957.01,1,2005,TOYOTA, ,TOYOTA,,,,1,1.0,2,2, ,3,2008, ,9000, ,29,2, ,2,2,1,1,20,30, 
190957,190957.02,2,2017,TOYOTA, ,TOYOTA,,,,3,8.0,2,2, ,3,2018,4,10000,50,56,2, ,2,2,1,1,20,55, 
190957,190957.03,3,2017,TESLA, ,TESLA,,,,5,4.0,6,6, ,1,2017, ,8000, ,93,2, ,2,2,1,1,45, , 
190957,190957.04,4,2010,FORD, ,FORD,,,,1,1.0,12,12, ,1,2010, ,5000, ,24,1, ,2,2,2, , ,30, 
190957,190957.05,5,2010,SCION, ,SCION,,,,1,1.0,2,2, ,1,2010, ,11000, ,25,2, ,2,2,1,1,20,50, 
190939,190939.01,1,2006,FORD, ,FORD,,,,1,1.0,11,11, ,3,2017, ,40000, ,25,1, ,2,2,2, , ,350, 
190939,190939.02,2,2004,FORD, ,FORD,,,,1,1.0,11,11, ,3,2017, ,45000, ,25,1, ,2,2,2, , ,350, 
190939,190939.03,3,2004,FORD, ,FORD,,,,1,1.0,11,11, ,3,2016, ,50000, ,25,1, ,2,2,2, , ,350, 
191022,191022.01,1,2016,CHEVROLET, ,CHEVROLET,,,,1,1.0,11,11, ,3,2018,3,1000, ,25,2, ,2,2,1,1,1,100, 
191103,191103.03,3,2012,TOYOTA, ,TOYOTA,,,,1,1.0,13,13, ,1,2010, ,15000, ,20,5, ,2,2,1,2, ,450, 
191103,191103.01,1,2018,TOYOTA, ,TOYOTA,,,,1,1.0,10,10, ,1,2018,8,10000, ,20,2, ,2,2,2, , ,400, 
191103,191103.02,2,2004,FORD, ,FORD,,,,8,6.0,4,4, ,3,2013, ,20000, ,20,1, ,2,2,2, , ,400, 
191119,191119.03,3,2007,TOYOTA, ,TOYOTA,,,,1,1.0,12,12, ,1,2007, ,5000, ,15,1, ,2,2,2, , ,200, 
191119,191119.04,4,2019,CHEVROLET, ,CHEVROLET,,,,5,4.0,2,2, ,1,2019,5,20000, ,150,2, ,2,2,1,2, , , 
191119,191119.01,1,2017,TESLA, ,TESLA,,,,5,4.0,3,3, ,2,2017, ,15000, ,150,3, ,2,2,1,2, , , 
191119,191119.02,2,2018,FORD, ,FORD,,,,1,1.0,8,8, ,2,2018,10,10000, ,20,3, ,2,2,1,2, ,200, 
191300,191300.01,1,2013,FORD, ,FORD,,,,1,1.0,10,10, ,3,2016, ,10000, ,21,1, ,2,2,2, , ,300, 
191243,191243.01,1,2012,CHEVROLET, ,CHEVROLET,,,,1,1.0,3,3, ,4,2012, ,100000, ,25,1, ,1,2,2, , ,100, 
191722,191722.01,1,2000,CHEVROLET, ,CHEVROLET,,,,1,1.0,10,10, ,3,2008, ,10000, ,18,1, ,2,2,2, , ,100, 
191374,191374.01,1,2017,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1.0,11,11, ,1,2017, ,12000, ,15,1, ,2,2,2, , ,200, 
191374,191374.02,2,2017,FORD, ,FORD,,,,4,3.0,11,11, ,1,2017, ,20000, ,15,1, ,2,2,2, , ,200, 
191374,191374.03,3,2017,FORD, ,FORD,,,,1,1.0,11,11, ,1,2017, ,15000, ,15,1, ,2,2,2, , ,500, 
191374,191374.04,4,2017,FORD, ,FORD,,,,1,1.0,10,10, ,1,2017, ,25000, ,15,1, ,2,2,2, , ,500, 
191413,191413.01,1,2016,FORD, ,FORD,,,,1,1.0,11,11,3,1,2016, ,35000, ,20,2, ,1,2,2, , ,100, 
191583,191583.01,1,2019,BMW, ,BMW,,,,1,1.0,8,8, ,2,2019,2,8000, ,20,6,"From/to work transportation, supplies shopping",2,2,1,2, ,360, 
