sampno,vehno,year,make,model,fuel,veh_type,pev_miles_week,pev_miles_month,phev_percent,battery_miles,recharge_amount,home_charge,home_charge_type_1,home_charge_type_2,home_charge_type_3,home_charge_type_4,home_charge_type_5,home_charge_type_6,home_charge_type_7,home_charge_type_8,home_charge_type_8_x,home_charge_type_no_1,home_charge_type_no_2,home_charge_type_no_3,home_charge_type_no_4,home_charge_type_no_5,home_charge_type_no_6,home_charge_type_no_7,home_charge_type_no_8,home_charge_type_no_8_x,charging_tech_1_1,charging_tech_2_1,charging_tech_3_1,charging_tech_4_1,charging_tech_5_1,charging_tech_6_1,charging_tech_7_1,charging_tech_8_1,charging_tech_1_2,charging_tech_2_2,charging_tech_3_2,charging_tech_4_2,charging_tech_5_2,charging_tech_6_2,charging_tech_7_2,charging_tech_8_2,charging_tech_1_3,charging_tech_2_3,charging_tech_3_3,charging_tech_4_3,charging_tech_5_3,charging_tech_6_3,charging_tech_7_3,charging_tech_8_3,primary_charge,electric_expense,electric_expense_7_x,upgrade_cost,weekday_charging_1,weekday_charging_2,weekday_charging_3,weekday_charging_4,weekend_charging_1,weekend_charging_2,weekend_charging_3,weekend_charging_4,variable_rates,variable_rates_usage,ev_rate,charge_cost,determine_cost,home_importance,park_work_school,recharge_stations_1,recharge_stations_2,recharge_stations_3,recharge_stations_4,recharge_stations_5,recharge_stations_6,charging_freq_1,charging_freq_2,charging_freq_3,charging_freq_4,charging_freq_5,charging_freq_6,work_school_importance_1,work_school_importance_2,public_availability,public_distance,public_distance_1_x,public_distance_2_x,public_use,public_type_1,public_type_2,public_type_3,public_type_4,public_type_4_x,public_wait,public_importance,pev_compare_cost,pev_cost_importance,pev_incentives_1,pev_incentives_2,pev_incentives_3,pev_incentives_4,pev_incentives_5,pev_incentives_6,pev_incentives_7,pev_experience,pev_recommend,pev_confidence,pev_confidence_4_x
193929,5,2017,TOYOTA,,3,2,250, ,45,28, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,300,1,1,1,5,1,1,1,4,1,1,3,25,1,5,5,3,3,3,3,3,3, , , , , , , , ,3,1,8, ,0, , , , , , ,1,1,5,7,5,7,7,7,1,5,7,5,2, 
193931,1,2015,TESLA,,5,3,200, , ,200,1,1,0,1,0,0,0,0,0,0, , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,1, ,800,1,1,1,4,1,1,1,4,3, ,4, , ,4,5,4,4,4,1,4,4, , , , , , , , ,4,1,3, ,0, , , , , , ,1,2,2,1,5,4,7,1,7,5,5,4, , 
193933,2,2013,NISSAN,,5,2,100, , ,75,4,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , ,1, ,500,5,5,5,5,3,3,3,3,2, ,3, , ,4,3,3,3,3,3,3,3, , , , , , , , ,3,1,4, ,0, , , , , , ,1,1,5,5,5,5,5,1,1,2,7,5,1, 
193934,3,2018,TESLA,,5,3,950, , ,310,2,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,500,1,1,1,5,1,1,2,2,1,2,3, , ,4,5,3,3,3,3,3,3, , , , , , , , ,2,1,11, ,12,0,1,0,0, ,3,2,1,5,6,6,4,7,6,7,4,7,5,2, 
193940,1,2012,NISSAN,,5,2,250, , ,50,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,2, ,150,2,1,1,5,1,1,1,4,1,2,3, , ,5,1, , , , , , , , , , , , , , ,3,2, ,10,0, , , , , , ,2,1,4,3,3,3,1,1,1,1,7,5, , 
193942,1,2018,TESLA,,5,3, ,600, ,280,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,2,3,4,5,2,3,3,3,1,2,3,20,2,5,4,4,4,3,4,3,3, , , , , , , , ,3,1,3, ,3,0,1,1,0, ,2,3,2,2,2,4,4,1,1,1,3,5,4,1, 
193943,2,2018,TESLA,,5,3, ,330, ,300,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,1000,1,1,1,5,1,1,1,4,1,1,1,13,1,5,1, , , , , , , , , , , , , , ,3,1,1, ,0, , , , , , ,3,1,2,2,2,2,7,1,1,7,7,5, , 
193945,1,2014,CHEVROLET,,3,2,350, ,40,31, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,1,5,5,3,3,3,3,1,2,3, , ,4,4,3,3,3,3,3,3, , , , , , , , ,3,2, ,15,0, , , , , , ,2,2,5,6,5,5,6,6,6,5,7,5, , 
193944,1,2018,TESLA,,5,3,100, , ,310,5,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , ,5, , ,1,1,2,2,1,1,2,2,2, ,3,19,2,4,1, , , , , , , , , , , , , , ,3,2, ,2,1,0,1,0,0, ,4,2,1,3,7,5,5,7,7,1,3,7,5, , 
194022,1,2018,CHEVROLET,,3,2,200, ,10,50, ,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,6, , ,1,1,5,5,5,5,5,5,3, ,3,10,1,4,5,3,3,3,1,4,4, , , , , , , , ,4,2, ,3,0, , , , , , ,3,1,4,7,5,7,4,1,1,5,6,5,2, 
193988,2,2017,CHEVROLET,,5,2, ,550, ,250,3,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , ,2, ,400,1,1,1,4,1,1,1,2,1,1,1, , ,4,3,3,3,3,3,3,3, , , , , , , , ,3,1,1, ,2,0,1,1,0, ,2,4,1,2,2,4,4,1,1,1,3,7,5, , 
193947,2,2016,NISSAN,,5,2,110, , ,80,2,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,1,3,1,1,1,2,1,1,1,3, , ,5,6,3,3,3,2,3,3, , , , , , , , ,3,2, ,10,0, , , , , , ,3,1,5,5,5,5,5,5,1,3,7,5, , 
193946,1,2018,CHEVROLET,,3,2,10, ,50,54, ,2, , , , , , , , , ,0,0,0,0,1,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , ,4,2, ,2,4,0,1,0,0, ,1,5,1,5,5,5,5,3,5,1,4,7,5, , 
193949,2,2017,NISSAN,,5,2,200, , ,100,1,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , ,2, ,1000,1,1,1,4,1,1,1,3,1,1,4, , ,5,5,3,3,3,3,3,3, , , , , , , , ,3,1,1, ,0, , , , , , ,3,1,4,5,4,5,5,1,1,5,6,5,1, 
193954,2,2018,TESLA,,5,3, ,908, ,310,3,2, , , , , , , , , ,0,0,0,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , ,3,2, ,10,1,0,1,1,0, ,3,5,1,3,6,7,5,7,7,7,4,5,4, , 
193953,2,2018,HONDA,,3,3, ,900,15,50, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,1,1,5,2,2,2,5,1,1,3,11,1,5,1, , , , , , , , , , , , , , ,3,1,1, ,2,0,1,0,0, ,3,2,1,4,5,5,5,7,7,4,3,7,5,1, 
193951,1,2017,FIAT,,5,1,100, , ,80,1,1,0,1,0,0,0,0,0,0, , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,1, ,500,1,1,1,3,1,1,1,3,1,1,2,13,1,4,1, , , , , , , , , , , , , , ,3,2, ,5,4,0,1,0,0, ,3,3,3,2,4,4,4,3,4,3,4,5,5,1, 
193952,2,2018,CHEVROLET,,5,2,300, , ,230,3,1,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , ,1, ,900,1,1,1,3,1,3,1,3,1,1,1, , ,5,1, , , , , , , , , , , , , , ,3,1,5, ,2,0,0,1,0, ,2,3,1,3,3,5,4,2,1,1,3,7,5, , 
193957,1,2017,CHEVROLET,,3,2,80, ,0,40, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,1700,1,2,1,4,1,1,3,4,1,1,3, , ,4,1, , , , , , , , , , , , , , ,3,2, ,12,0, , , , , , ,1,1,3,2,2,2,2,7,7,2,5,5, , 
193958,3,2013,TESLA,,5,3, ,100, ,140,1,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,6, , ,2,2,2,2,2,2,2,2,1,2,3, , ,1,1, , , , , , , , , , , , , , ,4,1,1, ,3,0,0,0,1,TESLA SUPERCHARGER,2,1,1,1,1,1,1,1,1,1,1,7,4, , 
193961,1,2016,TESLA,,5,3, ,115, ,200,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,700,1,1,1,4,1,1,1,3,1,1,3,10,1,5,1, , , , , , , , , , , , , , ,3,1,5, ,2,0,0,0,1,TESLA Supercharger,2,2,2,2,2,5,5,1,1,1,4,7,5, , 
193959,1,2019,TESLA,,5,3,300, , ,220,4,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , ,1, ,100,1,1,2,3,1,2,3,3,1,1,1,13,1,5,5,2,3,3,3,3,3, , , , , , , , ,1, , , , , , , , , , ,2,1,2,2,4,3,1,1,1,3,6,5, , 
193960,1,2019,AUDI,,5,8, ,850, ,204,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,500,1,1,3,2,1,1,3,2,2, ,3,13,2,5,1, , , , , , , , , , , , , , ,1, , , , , , , , , , ,3,1,5,1,5,1,1,1,1,4,7,5, , 
193967,1,2019,TESLA,,5,3,300, , ,300,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,2000,3,1,1,1,3,1,1,1,1,1,3, , ,5,1, , , , , , , , , , , , , , ,2,1,2, ,0, , , , , , ,4,1,4,7,5,4,1,1,1,3,5,4, , 
193962,1,2018,FORD,,3,3,35, ,50,20, ,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,1, , ,1, , , , ,0, , ,0, , , , ,0, , ,0, , , , ,4,6, , ,1,3,3,1,1,3,3,1,3, ,3, , ,3,1, , , , , , , , , , , , , , ,3,1,5, ,0, , , , , , ,2,2,4,3,3,3,3,1,1,3,7,5, , 
193963,3,2018,CHEVROLET,,5,2, ,999, ,230,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,2,2,2,2,2,2,2,2,1,2,3, , ,2,4,3,3,3,3,3,3, , , , , , , , ,3,1,3, ,20,0,1,1,0, ,3,4,2,3,3,5,5,4,7,7,4,5,5,1, 
193966,1,2014,BMW,,5,1,200, , ,80,3,1,0,1,0,0,0,0,0,0, , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,1, ,1500,1,1,2,1,1,1,2,1,1,2,3, , ,2,1, , , , , , , , , , , , , , ,3,1,1, ,12,0,1,0,0, ,3,3,1,1,7,7,7,7,7,6,2,7,5, , 
193968,2,2011,NISSAN,,5,2,20, , ,30,5,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,1, , ,1, , , , ,0, , ,0, , , , ,0, , ,0, , , , ,1,6, , ,1,1,1,4,1,1,1,4,3, ,3, , ,5,6,3,3,3,3,3,3, , , , , , , , ,4,1,1, ,3,0,1,0,0, ,3,3,1,2,3,3,3,3,3,6,3,6,4, , 
193970,1,2017,CHEVROLET,,3,2,300, ,75,56, ,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,1, , ,1, , , , ,0, , ,0, , , , ,0, , ,0, , , , ,1,6, , ,2,3,4,5,1,2,2,4,1,2,3, , ,5,3,3,3,3,3,3,3, , , , , , , , ,1, , , , , , , , , , ,3,1,4,5,5,5,5,6,6,5,7,5, , 
193969,1,2018,FORD,,3,3,100, ,30,20, ,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,6, , ,1,1,1,5,1,1,1,4,1,1,1, , ,4,4,3,3,3,3,3,3, , , , , , , , ,3,1,6, ,0, , , , , , ,2,1,4,5,5,5,3,3,1,5,7,5,1, 
193971,2,2015,FORD,,3,3, ,650,25,26, ,1,0,1,0,1,0,0,0,0, , , , , , , , , , , ,1, ,1, , , , , ,0, ,0, , , , , ,0, ,0, , , , ,2,6, , ,1,2,4,1,1,2,4,1,1,1,1, , ,4,1, , , , , , , , , , , , , , ,3,1,3, ,2,0,1,0,0, ,1,4,1,4,5,4,5,4,5,1,5,7,5,1, 
193972,1,2016,FORD,,3,3,215, ,40,23, ,1,1,0,0,1,1,0,0,0, , , , , , , , , , ,1, , ,1,1, , , ,0, , ,0,0, , , ,0, , ,0,0, , , ,4,6, , ,2,2,2,5,2,2,2,5,1,2,2, , ,5,5,3,3,3,3,3,3, , , , , , , , ,3,1,2, ,25,0,1,0,0, ,3,3,2,3,6,3,3,3,7,1,5,4,4, , 
193974,2,2017,HYUNDAI,,3,4,32, ,5,30, ,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,6, , ,3,3,3,3,3,2,2,2,3, ,4,13,1,5,4,1,1,1,1,1,1,5,1,1,1,1,1,2,2,4,1,2, ,0, , , , , , ,2,1,2,1,2,2,2,1,1,5,7,5, , 
193973,3,2017,CHEVROLET,,3,2,150, ,0,66, ,2, , , , , , , , , ,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,4,4,4,4,4, , , , , , , , ,3,2, ,10,30,1,0,0,0, ,2,3,1,3,3,3,3,3,3,3,3,6,5,2, 
193976,1,2018,TESLA,,5,3,114, , ,250,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,600,1,1,1,3,1,1,1,3,1,1,1,13,2,4,4,3,3,3,3,3,3, , , , , , , , ,1, , , , , , , , , , ,3,1,3,5,5,5,2,1,1,4,7,5,1, 
193979,1,2017,TESLA,,5,3, ,830, ,300,3,2, , , , , , , , , ,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,3,1,1,3,1,2, ,3,2, ,3,5,4,3,2, ,5,4,0,1,1,0, ,3,4,1,4,1,5,4,1,1,1,2,7,5, , 
193980,1,2017,TOYOTA,,3,2, ,300,10,27, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,1,1,5,1,1,1,4,1,1,3, , ,5,1, , , , , , , , , , , , , , ,3,2, ,15,0, , , , , , ,1,1,3,1,3,3,1,1,1,4,7,4, , 
194028,3,2017,FIAT,,5,1,250, , ,90,3,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,1, , ,1, , , , ,0, , ,0, , , , ,0, , ,0, , , , ,4,6, , ,3,3,5,5,3,3,3,3,1,2,3,3,2,4,5,1,3,3,3,3,3, , , , , , , , ,3,1,15, ,0, , , , , , ,2,1,2,2,7,2,7,7,7,3,7,5, , 
193982,1,2019,CHEVROLET,,5,2,200, , ,240,5,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,1, , ,1, , , , ,1, , ,1, , , , ,0, , ,0, , , , ,1,1, ,1100,3,4,5,4,3,5,4,4,1,2,3,23,1,5,3,3,3,3,3,3,3, , , , , , , , ,3,1,4, ,3,0,0,1,0, ,2,2,1,5,4,4,4,4,1,1,3,7,4,1, 
193983,1,2017,CHEVROLET,,3,2,150, ,5,53, ,1,0,1,0,1,0,0,0,0, , , , , , , , , , , ,1, ,1, , , , , ,1, ,1, , , , , ,0, ,0, , , , ,4,2, ,2000,1,1,5,5,5,5,5,5,1,2,4, , ,5,5,3,3,3,3,3,3, , , , , , , , ,3,1,5, ,3,0,1,0,0, ,4,4,1,4,6,5,4,3,6,6,3,7,5, , 
194000,2,2011,NISSAN,,5,2, ,200, ,50,2,1,0,1,0,0,0,0,0,0, , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,6, , ,1,1,1,5,1,1,1,5,1,1,1, , ,5,2,3,3,1,3,3,3, , , , , , , , ,3,1,1, ,0, , , , , , ,2,1,3,4,4,4,7,7,6,2,3,5,2, 
193995,2,2015,VOLKSWAGEN,,5,2, ,800, ,83,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,2, ,900,2,2,5,2,2,2,2,2,1,1,1, , ,5,6,3,3,2,1,3,3, , ,5,2, , ,5,5,4,1,1, ,2,0,1,0,0, ,2,3,1,4,5,5,5,3,5,1,5,7,5, , 
193997,1,2015,TOYOTA,,3,3, ,950,80,12, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,3,4,5,1,5,5,4,1,1,1,3, , ,5,5,3,3,3,3,3,3, , , , , , , , ,1, , , , , , , , , , ,1,1,2,7,4,4,4,1,7,1,7,4, , 
193987,1,2018,TESLA,,5,3, ,500, ,280,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,2, ,600,1,1,1,2,1,1,1,2,1,1,1,10,1,5,1, , , , , , , , , , , , , , ,3,2, ,4,1,0,1,0,0, ,3,4,1,3,2,5,5,2,1,7,2,7,5, , 
193990,1,2018,HONDA,,3,3,60, ,5,35, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,1,2,5,1,1,2,5,1,1,3, , ,5,1, , , , , , , , , , , , , , ,3,1,5, ,1,0,1,0,0, ,2,3,1,4,6,5,6,1,1,1,1,4,2, , 
193989,4,2013,TESLA,,5,3, ,250, ,305,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,6, , ,5,5,5,5,3,3,3,3,1,1,3, , ,1,3,1,4,2,4,2,4,2, ,3, ,3, ,2,2,3,1,3, ,0, , , , , , ,2,5,3,2,2,2,1,1,1,2,5,5, , 
193994,1,2017,CHEVROLET,,3,2,170, ,33,51, ,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,1, , ,1, , , , ,0, , ,0, , , , ,0, , ,0, , , , ,4,6, , ,4,4,5,5,5,5,5,5,2, ,3,12,1,5,3,3,3,3,3,2,3, , , , , , , , ,3,1,5, ,4,0,0,1,0, ,2,3,1,5,7,5,5,4,3,7,5,7,5, , 
193996,2,2013,TESLA,,5,3, ,900, ,230,2,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,6, , ,3,2,2,2,3,1,1,1,1,2,3,1,3,5,2,3,3,3,3,3,3, , , , , , , , ,3,2, ,15,3,0,0,1,0, ,2,4,1,5,7,7,7,7,7,7,1,7,5, , 
194001,1,2012,TOYOTA,,3,3, ,900,60,10, ,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,1, , ,1, , , , ,0, , ,0, , , , ,0, , ,0, , , , ,4,6, , ,3,3,5,5,3,2,4,3,1,2,4,37,2,2,5,1,3,2,1,4,1,1, ,3,4, ,1,5,3,3,1,4, ,8,0,1,0,0, ,3,3,2,3,1,1,1,3,2,1,5,5,4, , 
194004,1,2014,FORD,,3,2,76, ,25,22, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,2, ,80,2,3,4,2,2,2,3,2,3, ,3,21,1,3,1, , , , , , , , , , , , , , ,1, , , , , , , , , , ,1,1,3,1,3,3,1,1,1,1,7,5, , 
194003,1,2017,CHEVROLET,,5,2, ,400, ,240,5,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,6, , ,1,2,3,3,1,1,2,2,1,1,3, , ,5,2,1,3,1,3,3,3,1, ,2, , , ,3,4,3,2, ,5,0, , , , , , ,4,1,4,6,4,4,3,1,1,5,5,5, , 
194002,1,2015,TESLA,,5,3,100, , ,270,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,1000,1,1,5,5,1,1,4,4,1,1,3,13,2,5,1, , , , , , , , , , , , , , ,4,2, ,10,0, , , , , , ,5,1,5,3,5,5,1,7,1,2,7,5, , 
194009,1,2018,TESLA,,5,3, ,600, ,300,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,6, , ,1,1,1,5,3,1,1,4,1,1,1,10,1,5,1, , , , , , , , , , , , , , ,4,2, ,10,3,0,1,1,0, ,2,5,1,5,6,5,5,7,7,6,5,7,5, , 
194005,1,2019,CHEVROLET,,5,2, ,500, ,250,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,1600,2,1,2,2,2,1,2,2,1,1,2, , ,4,4,3,3,3,3,3,3, , , , , , , , ,1, , , , , , , , , , ,1,2,4,6,5,5,5,6,6,1,4,4, , 
194006,1,2019,CHEVROLET,,5,2, ,999, ,260,5,1,0,1,0,0,0,0,0,0, , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,6, , ,1,1,5,5,4,4,4,4,1,1,3, , ,5,5,3,3,3,1,3,3, , , , , , , , ,3,2, ,2,5,0,1,0,0, ,3,3,1,4,3,3,3,6,7,7,5,7,5, , 
194011,1,2013,CHEVROLET,,3,2,200, ,10,40, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,1, ,0,3,3,4,5,4,4,5,5,1,1,1, , ,4,5,4,4,4,4,4,4, , , , , , , , ,1, , , , , , , , , , ,1,1,2,7,5,5,7,7,1,2,5,4,1, 
194012,1,2014,CHEVROLET,,3,2,530, ,65,32, ,2, , , , , , , , , ,0,0,1,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3,3,2,3,3,3, , , , , , , , ,3,2, ,8,0, , , , , , ,3,2,3,3,3,3,2,2,6,5,6,4, , 
194016,3,2018,TESLA,,5,3,200, , ,300,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,6, , ,1,1,1,5,1,1,1,5,2, ,3,16,1,5,4,3,3,3,3,3,1, , , , , , , , ,4,1,8, ,0, , , , , , ,1,1,4,7,4,4,7,6,6,4,7,5, , 
194018,7,2018,CHEVROLET,,5,2, ,100, ,230,4,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , ,1, ,500,1,1,1,2,3,1,1,2,1,1,1, , ,5,1, , , , , , , , , , , , , , ,3,1,3, ,0, , , , , , ,2,1,3,6,5,5,6,7,7,3,5,4, , 
194021,1,2017,TOYOTA,,3,2, ,500,20,28, ,2, , , , , , , , , ,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,1,3,1,3,3, ,1, ,1, , ,3,5,3,1,10, ,0, , , , , , ,3,3,3,2,4,4,2,2,1,5,5,4, , 
194025,3,2016,VOLKSWAGEN,,5,2, ,800, ,80,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,6, , ,1,1,1,5,1,1,1,4,1,1,1,12,1,4,5,3,3,3,3,3,3, , , , , , , , ,1, , , , , , , , , , ,1,1,3,4,5,5,5,1,1,1,7,5, , 
194026,1,2013,NISSAN,,5,2,75, , ,70,2,2, , , , , , , , , ,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,1,3,1,3,2, ,1, ,1, ,1,3,3,4,2, ,5,4,1,0,0,0, ,2,5,1,3,2,1,2,1,1,1,2,5,5,1, 
194027,2,2016,CHEVROLET,,3,2,500, ,35,35, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,200,1,1,1,5,4,4,4,5,1,1,1, , ,5,4,3,3,3,3,3,3, , , , , , , , ,1, , , , , , , , , , ,2,2,5,5,5,5,5,4,6,5,5,5,1, 
194041,1,2015,KIA,,5,6,60, , ,90,2,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,4,1,4,4,4,1,4,4,1,2,4, , ,5,3,1,3,3,3,3,3, , , , , , , , ,3,1,4, ,15,0,1,1,0, ,2,5,1,4,7,7,6,7,3,7,5,2,2, , 
194031,3,2018,NISSAN,,5,2, ,800, ,150,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,6, , ,1,2,4,2,2,2,3,2,1,2,3,30,3,5,5,3,3,3,1,3,3, , , , , , , , ,3,2, ,7,0, , , , , , ,2,1,4,3,3,3,3,2,6,2,7,5, , 
194032,1,2015,CHEVROLET,,3,2,250, ,20,37, ,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , ,1, ,200,1,1,2,5,2,2,4,4,1,2,3, , ,5,5,3,1,3,3,3,3, , , , , , , , ,2,1,5, ,0, , , , , , ,3,2,5,2,7,7,7,1,7,5,6,5, , 
194033,1,2017,CHEVROLET,,3,2, ,900,25,60, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,2,2,3,5,2,2,4,4,1,1,3,15,1,5,5,3,3,3,2,3,2, , , ,2, ,1,3,2,3,2, ,10,2,0,1,0,0, ,4,5,3,3,3,3,6,7,7,6,7,4,3, , 
194034,1,2013,FORD,,3,3,200, ,40,13, ,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,1, , ,1, , , , ,0, , ,0, , , , ,0, , ,0, , , , ,4,6, , ,3,3,3,3,2,2,3,3,1,2,4, , ,4,2,3,3,3,3,3,3, , , , , , , , ,3,1,5, ,2,0,1,0,0, ,4,2,1,3,1,1,1,1,1,1,5,5,5, , 
194035,2,2013,NISSAN,,5,2,200, , ,70,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,2, ,780,3,5,4,2,3,5,4,2,1,1,3,20,3,5,1, , , , , , , , , , , , , , ,3,1,2, ,0, , , , , , ,1,1,4,1,3,3,3,1,1,2,7,4,1, 
