sampno,vehno,year,make,model,fuel,veh_type,pev_miles_week,pev_miles_month,phev_percent,battery_miles,recharge_amount,home_charge,home_charge_type_1,home_charge_type_2,home_charge_type_3,home_charge_type_4,home_charge_type_5,home_charge_type_6,home_charge_type_7,home_charge_type_8,home_charge_type_8_x,home_charge_type_no_1,home_charge_type_no_2,home_charge_type_no_3,home_charge_type_no_4,home_charge_type_no_5,home_charge_type_no_6,home_charge_type_no_7,home_charge_type_no_8,home_charge_type_no_8_x,charging_tech_1_1,charging_tech_2_1,charging_tech_3_1,charging_tech_4_1,charging_tech_5_1,charging_tech_6_1,charging_tech_7_1,charging_tech_8_1,charging_tech_1_2,charging_tech_2_2,charging_tech_3_2,charging_tech_4_2,charging_tech_5_2,charging_tech_6_2,charging_tech_7_2,charging_tech_8_2,charging_tech_1_3,charging_tech_2_3,charging_tech_3_3,charging_tech_4_3,charging_tech_5_3,charging_tech_6_3,charging_tech_7_3,charging_tech_8_3,primary_charge,electric_expense,electric_expense_7_x,upgrade_cost,weekday_charging_1,weekday_charging_2,weekday_charging_3,weekday_charging_4,weekend_charging_1,weekend_charging_2,weekend_charging_3,weekend_charging_4,variable_rates,variable_rates_usage,ev_rate,charge_cost,determine_cost,home_importance,park_work_school,recharge_stations_1,recharge_stations_2,recharge_stations_3,recharge_stations_4,recharge_stations_5,recharge_stations_6,charging_freq_1,charging_freq_2,charging_freq_3,charging_freq_4,charging_freq_5,charging_freq_6,work_school_importance_1,work_school_importance_2,public_availability,public_distance,public_distance_1_x,public_distance_2_x,public_use,public_type_1,public_type_2,public_type_3,public_type_4,public_type_4_x,public_wait,public_importance,pev_compare_cost,pev_cost_importance,pev_incentives_1,pev_incentives_2,pev_incentives_3,pev_incentives_4,pev_incentives_5,pev_incentives_6,pev_incentives_7,pev_experience,pev_recommend,pev_confidence,pev_confidence_4_x
191213,2,2019,HYUNDAI,,5,6,400, , ,258,5,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,0, , ,0, , , , ,1, , ,1, , , , ,0, , ,0, , , , ,1,1, ,2000,1,1,1,5,1,1,1,4,1,1,1,11,2,4,6,3,3,3,3,3,3, , , , , , , , ,4,1,1, ,4,0,1,1,0, ,3,1,1,4,2,5,1,2,7,1,4,7,5, , 
191229,1,2018,VOLVO,,3,6,250, ,80,20, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,2,2,3,5,2,2,5,5,1,1,1, , ,4,3,3,3,1,3,3,3, , , , , , , , ,3,1,10, ,2,0,1,0,0, ,3,3,2,3,7,4,2,7,2,7,2,5,4,1, 
191220,2,2019,KIA,,3,6,800, ,80,27, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,2,2,2,5,2,2,2,4,1,1,3, , ,4,5,4,4,4,4,4,4, , , , , , , , ,2,2, ,10,0, , , , , , ,4,1,4,4,5,5,5,5,6,5,7,5,2, 
191258,2,2016,BMW,,3,6, ,700,80,20, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,5,1,1,5,3,1,2,3,3, ,3, , ,3,5,3,3,2,3,3,3, , , , , , , , ,1, , , , , , , , , , ,3,1,3,5,5,5,5,2,1,2,4,4, , 
191266,1,2017,MERCEDES-BENZ,,3,2,25, ,100,0, ,2, , , , , , , , , ,0,0,0,0,0,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , ,4,2, ,5,0, , , , , , ,3,5,4,5,5,5,5,5,5,5,4,4, , 
191270,2,2018,TESLA,,5,3,400, , ,230,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,500,1,1,2,4,1,2,2,4,1,2,3,24,2,5,5,3,3,3,3,3,3, , , , , , , , ,1, , , , , , , , , , ,5,3,5,4,5,5,6,6,1,3,7,5, , 
191282,1,2018,TESLA,,5,3,200, , ,290,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,600,1,1,4,2,1,1,5,3,1,1,1,12,1,4,5,3,3,3,1,3,3, , , , , , , , ,3,1,2, ,0, , , , , , ,4,1,4,5,5,5,2,2,1,3,7,5, , 
191292,1,2019,TESLA,,5,3,500, , ,310,4,1,0,1,0,0,0,0,0,0, , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,6, , ,1,1,5,5,4,4,4,4,1,1,1, , ,4,1, , , , , , , , , , , , , , ,4,1,7, ,25,0,1,0,1,supercharger,3,5,1,5,5,5,5,1,7,1,5,7,5, , 
191551,1,2011,NISSAN,,5,2, ,670, ,45,2,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,2, ,0,1,1,1,5,1,1,1,4,1,2,3,29,2,5,5,3,3,3,2,3,3, , , , , , , , ,2,1,7, ,0, , , , , , ,1,1,4,4,5,4,6,7,6,1,6,5,2, 
191377,1,2018,HONDA,,3,3,200, ,0,43, ,1,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , ,6, , ,1,1,1,1,1,1,1,1,1,1,2, , ,1,6,3,3,3,1,3,2, , , ,5, ,1,5,2,1, , , , , , , , , , ,1,1,4,4,5,5,6,2,6,4,7,4, , 
191339,1,2019,TOYOTA,,3,2,300, ,4,34, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,3, , ,1,2,3,5,1,4,4,5,1,1,3, , ,4,5,3,3,4,3,3,3, , , , , , , , ,1, , , , , , , , , , ,4,3,4,4,5,5,5,4,7,5,7,5,2, 
191322,1,2018,TESLA,,5,3, ,400, ,310,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,1500,1,1,1,5,5,5,5,5,1,1,3, , ,5,2,3,3,3,3,3,3, , , , , , , , ,1, , , , , , , , , , ,3,1,4,4,5,5,1,1,1,5,7,5, , 
191424,2,2014,FORD,,3,2,30, ,60,30, ,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,6, , ,2,1,1,1,1,1,1,1,1,1,3, , ,2,1, , , , , , , , , , , , , , ,2,1,4, ,0, , , , , , ,1,1,2,1,1,1,1,1,1,2,7,5,2, 
191361,1,2019,CHEVROLET,,5,2,300, , ,250,2,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , ,4, , ,1,1,1,3,1,1,1,1,3, ,4, , ,5,4,3,3,3,3,3,3, , , , , , , , ,2,1,3, ,1,0,0,1,0, ,4,3,1,4,5,5,5,5,1,1,5,7,5, , 
191366,1,2016,TESLA,,5,6,205, , ,325,2,1,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , ,1, ,650,2,1,2,3,1,1,2,3,1,1,4, , ,5,1, , , , , , , , , , , , , , ,1, , , , , , , , , , ,3,1,5,6,6,6,7,7,6,4,7,5, , 
191362,1,2017,TESLA,,5,6,240, , ,250,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,2400,1,1,1,5,1,1,1,5,1,1,1,14,2,5,1, , , , , , , , , , , , , , ,1, , , , , , , , , , ,5,1,5,5,5,5,1,5,1,5,7,5, , 
191381,1,2013,CHEVROLET,,3,2, ,700,10,38, ,1,0,1,0,0,0,0,0,0, , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,6, , ,1,4,5,5,1,1,3,4,1,1,3, , ,5,2,3,3,3,3,3,2, , , , , , , , ,3,2, ,10,0, , , , , , ,1,1,1,6,4,4,7,6,1,5,7,5, , 
191413,2,2013,CHEVROLET,,3,2, ,800,20,37, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,800,1,1,1,5,1,1,1,2,1,1,4,10,3,3,5,1,1,1,2,3,3,1,1,1,2, , ,2,4,3,2, ,15,2,0,1,0,0, ,3,3,2,4,6,6,6,6,6,6,6,5,4,1, 
191435,2,2018,NISSAN,,5,2,300, , ,150,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,800,1,2,4,2,1,1,2,4,1,1,3,38,2,5,5,3,3,3,3,3,3, , , , , , , , ,1, , , , , , , , , , ,2,1,5,5,5,5,2,2,1,3,7,5, , 
191442,2,2018,TESLA,,5,3,250, , ,294,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,1500,1,1,1,2,1,1,1,2,1,1,1,12,3,3,4,2,3,3,3,3,3, , , , , , , , ,3,2, ,7,9,0,0,1,0, ,1,4,1,4,4,5,5,4,1,1,5,7,5, , 
191447,1,2018,BMW,,5,1, ,300, ,180,5,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,6, , ,2,3,4,5,1,3,3,4,3, ,4, , ,5,2,4,4,1,1,2,4, , ,3,3,2, ,3,4,3,2, ,10,4,0,1,1,0, ,2,4,2,3,2,4,4,3,2,7,4,7,5, , 
191452,1,2018,TESLA,,5,3, ,900, ,400,2,2, , , , , , , , , ,0,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,2,2,2,2,2,2,2,1,1,3,4,3,3,2,2, ,19,10,0,0,1,0, ,4,4,2,4,3,2,3,2,3,3,2,6,5, , 
191544,2,2016,TESLA,,5,3, ,700, ,250,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,1000,1,1,1,3,1,1,1,3,1,1,1,10,1,4,1, , , , , , , , , , , , , , ,4,1,7, ,0, , , , , , ,1,1,2,7,5,5,7,7,7,5,7,5, , 
191478,3,2018,TESLA,,5,3, ,850, ,310,2,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , ,1, ,500,1,1,2,3,1,1,2,3,1,2,3, , ,4,5,3,3,3,3,3,3, , , , , , , , ,3,1,1, ,0, , , , , , ,5,1,5,4,5,5,7,7,7,3,7,5,1, 
191521,2,2015,TOYOTA,,3,3,250, ,75,11, ,2, , , , , , , , , ,0,1,1,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,4,4,1,4,4,5, , ,1, , ,4,4,3,2, ,5,0, , , , , , ,2,1,2,6,4,4,1,5,1,5,7,5, , 
191516,2,2017,NISSAN,,5,2, ,700, ,100,2,2, , , , , , , , , ,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,3,3,1,3,3,1, , ,2, , ,3,3,3,1,8, ,10,0,0,1,0, ,3,5,1,4,5,5,5,2,3,1,5,5,5, , 
191717,2,2017,CHEVROLET,,5,2,300, , ,200,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,3, , ,1,1,1,5,3,3,1,4,1,1,1, , ,5,3,3,3,3,2,3,3, , , , , , , , ,1, , , , , , , , , , ,2,1,2,6,5,5,7,7,1,5,7,5,1, 
191542,3,2012,TESLA,,5,3, ,833, ,280,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,3000,1,1,1,3,2,2,2,2,1,1,3, , ,4,5,3,3,2,2,3,3, , ,3,1, , ,4,4,3,1,5, ,0, , , , , , ,3,1,4,4,4,4,3,2,1,4,7,5, , 
191574,1,2018,TESLA,,5,3,458, , ,300,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,6, , ,1,1,3,3,4,4,4,4,1,1,3, , ,4,5,3,3,3,3,3,3, , , , , , , , ,3,1,2, ,3,0,0,1,0, ,1,2,1,3,4,4,4,1,1,1,2,7,5, , 
191582,1,2017,TESLA,,5,3, ,900, ,300,3,2, , , , , , , , , ,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3,3,3,2,3,4, , , , , , , , ,3,2, ,30,0, , , , , , ,4,1,2,6,5,7,4,6,6,5,7,5, , 
191590,1,2015,TOYOTA,,3,3, ,600,40,10, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,3, , ,1,3,5,4,1,4,5,5,1,1,3, , ,4,1, , , , , , , , , , , , , , ,2,1,4, ,0, , , , , , ,1,1,4,4,4,4,5,1,1,5,4,4, , 
191597,2,2018,CHEVROLET,,3,2,600, ,30,52, ,1,0,1,0,0,0,0,0,0, , , , , , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,1, ,1000,1,1,1,5,1,1,1,5,1,1,1,13,1,5,6,3,3,3,3,1,3, , , , , , , , ,1, , , , , , , , , , ,2,1,3,6,5,5,3,5,7,5,7,5, , 
191593,1,2019,TESLA,,5,6,60, , ,220,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,10000,1,1,5,5,1,1,4,4,3, ,4, , ,4,2,3,3,3,3,3,3, , , , , , , , ,3,1,5, ,2,0,0,1,0, ,1,3,1,3,3,4,4,3,6,6,4,7,5, , 
191594,2,2013,NISSAN,,5,2,150, , ,83,3,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , ,2, ,40,1,2,1,5,1,1,1,5,1,1,1, , ,5,4,3,3,3,3,3,3, , , , , , , , ,2,1,5, ,0, , , , , , ,2,1,4,4,4,4,2,1,1,3,6,4, , 
191618,1,2016,KIA,,5,6,400, , ,85,2,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,0, , ,0, , , , ,1, , ,1, , , , ,0, , ,0, , , , ,4,1, ,1500,1,1,1,4,1,1,1,5,1,1,1, , ,5,3,3,3,3,3,3,3, , , , , , , , ,4,2, ,15,6,0,0,1,0, ,3,2,2,3,5,5,5,5,2,7,5,7,5, , 
191622,2,2016,CHEVROLET,,3,2,150, ,1,62, ,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,0, , ,0, , , , ,1, , ,1, , , , ,0, , ,0, , , , ,1,1, ,700,2,2,4,4,1,1,4,5,2, ,3, , ,4,1, , , , , , , , , , , , , , ,3,2, ,6,6,0,1,0,0, ,3,3,1,3,4,5,5,3,3,4,4,7,5, , 
191729,1,2017,CHEVROLET,,3,2, ,650,0,55, ,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,6, , ,1,1,4,4,1,1,3,3,1,1,1,13,2,5,1, , , , , , , , , , , , , , ,3,2, ,5,0, , , , , , ,2,1,3,5,1,5,5,2,1,2,7,5, , 
191668,2,2017,CHEVROLET,,5,2,200, , ,230,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,2,2,4,3,1,1,2,2,3, ,4, , ,2,4,3,3,3,3,3,3, , , , , , , , ,3,2, ,10,2,0,0,1,0, ,2,2,1,4,1,3,4,4,3,1,3,6,4, , 
191681,1,2015,NISSAN,,5,2, ,800, ,70,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,2, ,1000,1,1,1,5,1,1,1,5,1,1,2,20,1,5,5,3,3,3,2,3,3, , , , , , , , ,3,1,5, ,0, , , , , , ,1,1,4,1,5,5,2,7,7,4,5,2, , 
191690,1,2017,TESLA,,5,6, ,835, ,260,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,650,1,1,1,5,1,1,1,3,1,1,3, , ,5,5,3,3,3,3,3,3, , , , , , , , ,3,2, ,15,4,0,0,0,1,Tesla Supercharger,2,5,1,5,2,7,3,6,7,7,3,7,5, , 
191689,1,2017,CHEVROLET,,3,2, ,75,60,58, ,2, , , , , , , , , ,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,2,3,3,3,3,3, , , , , , , , ,3,2, ,3,5,0,0,1,0, ,3,5,1,5,5,5,5,5,5,5,5,4,4, , 
191688,1,2019,TESLA,,5,3, ,500, ,310,5,1,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , ,1, ,6000,5,5,5,5,3,3,3,3,1,1,3,20,1,5,2,3,3,3,2,3,3, , , , , , , , ,2,2, ,1,1,0,1,0,0, ,2,2,1,3,3,4,4,1,1,1,2,7,5, , 
191700,1,2018,TESLA,,5,3,400, , ,310,3,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , ,1, ,200,1,1,1,5,1,1,1,4,1,1,1,9,1,5,5,3,3,3,2,3,3, , , , , , , , ,3,2, ,6,1,0,1,0,0, ,3,2,2,3,2,5,4,7,1,7,5,7,5, , 
191707,1,2019,HONDA,,3,3,200, ,10,47, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,1,1,1,1,1,1,2,1,2,1, , ,1,5,3,3,1,3,3,3, , , , , , , , ,3,1,5, ,1,0,1,0,0, ,3,2,1,3,3,5,5,5,4,7,5,7,5, , 
191719,2,2014,TOYOTA,,3,3,300, ,90,13, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,5,5,5,4,4,4,4,1,1,3, , ,4,4,3,3,3,3,3,3, , , , , , , , ,3,1,1, ,0, , , , , , ,1,1,3,7,3,3,3,7,6,5,6,4,2, 
191721,1,2017,KIA,,5,6, ,800, ,93,2,2, , , , , , , , , ,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , ,3,1,1, ,30,0,1,0,0, ,3,5,3,4,7,5,5,5,4,7,4,4,4,1, 
191724,1,2019,NISSAN,,5,2, ,500, ,140,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,2, ,700,1,1,1,5,1,1,1,4,1,1,1, , ,5,1, , , , , , , , , , , , , , ,4,2, ,2,1,0,1,0,0, ,2,3,1,3,3,4,4,3,1,1,5,7,5, , 
191757,2,2018,TESLA,,5,3,220, , ,300,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,5,2,5,5,5,2,5,5,1,2,1, , ,4,5,3,3,3,2,3,2, , , ,2, ,4,3,3,2,1,2, ,5,0,0,1,0, ,3,3,1,4,6,5,5,5,3,4,4,7,5,2, 
191762,3,2019,BMW,,3,3,200, ,60,14, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,1,5,5,1,1,4,4,1,1,3,15,3,5,3,3,3,3,1,3,3, , , , , , , , ,3,2, ,5,0, , , , , , ,2,2,1,3,7,7,3,2,3,5,5,3, , 
191782,2,2018,HONDA,,3,3,200, ,30,48, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,1,5,5,1,1,5,5,1,1,3,17,2,4,1, , , , , , , , , , , , , , ,1, , , , , , , , , , ,1,1,5,6,2,2,3,7,1,3,5,4,1, 
191778,2,2016,VOLKSWAGEN,,5,2,120, , ,80,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,300,3,3,5,5,4,4,4,4,1,1,4, , ,5,5,3,3,3,3,3,3, , , , , , , , ,2,2, ,10,0, , , , , , ,3,1,4,4,5,5,3,1,1,2,7,5,4,Pretty confident.
191783,1,2017,TESLA,,5,3,350, , ,320,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,6, , ,1,1,1,2,1,1,1,2,1,1,3, , ,5,1, , , , , , , , , , , , , , ,3,2, ,10,4,0,1,0,0, ,2,3,1,5,5,5,5,4,7,7,5,7,5, , 
191792,1,2019,TESLA,,5,3,100, , ,310,2,1,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , ,1, ,1000,1,1,2,4,1,1,2,3,1,2,3, , ,3,1, , , , , , , , , , , , , , ,3,2, ,5,3,0,1,1,0, ,2,4,3,3,4,4,5,6,7,7,5,7,5, , 
191809,1,2019,CHEVROLET,,5,2,250, , ,250,5,2, , , , , , , , , ,0,0,0,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3,2,3,2,3, , ,3, ,1, ,5,3,4,2, ,1,1,0,1,0,0, ,1,3,1,3,3,1,4,1,1,1,1,7,5, , 
191807,1,2018,NISSAN,,5,2,312, , ,150,1,2, , , , , , , , , ,0,1,0,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,2,2,2,2,2,2,4,4,4,4,4,4,5,5,3,2, ,3,16,0,1,0,0, ,3,5,5,3,3,4,5,5,4,4,3,4,3, , 
191817,2,2017,CHEVROLET,,3,2, ,900,5,50, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,1,1,5,1,1,1,4,1,1,1, , ,1,1, , , , , , , , , , , , , , ,2,1,5, ,1,1,0,0,0, ,4,1,1,2,5,5,3,7,6,6,7,7,5, , 
191870,2,2012,CHEVROLET,,3,2,400, ,25,40, ,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,0, , ,0, , , , ,0, , ,0, , , , ,1, , ,1, , , , ,4,1, ,1000,2,2,5,5,5,5,5,5,1,1,3,10,3,5,4,3,3,3,3,3,3, , , , , , , , ,3,1,3, ,0, , , , , , ,1,1,4,7,4,6,1,7,1,5,5,4,1, 
191888,1,2015,VOLKSWAGEN,,5,2,999, , ,100,3,1,0,1,0,0,0,0,0,0, , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , , , ,1, ,350,1,1,1,5,1,1,1,5,1,1,3,14,2,5,5,1,3,1,1,3,3,2, ,2,1, , ,2,2,4,2, ,10,1,0,0,1,0, ,3,5,1,5,3,5,5,5,1,1,1,7,5, , 
191903,1,2018,CHEVROLET,,3,2,250, ,40,55, ,1,1,0,1,1,0,0,0,0, , , , , , , , , , ,1, ,1,1, , , , ,1, ,0,0, , , , ,0, ,0,0, , , , ,1,1, ,1000,1,1,1,5,1,1,1,4,1,1,1, , ,4,6,1,3,1,3,3,3,4, ,4, , , ,5,5,3,2, ,10,2,1,0,0,0, ,3,4,1,5,5,5,5,5,5,5,5,7,5, , 
191908,2,2018,TESLA,,5,3, ,800, ,310,3,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,1, , ,1, , , , ,0, , ,0, , , , ,0, , ,0, , , , ,1,5, , ,2,2,2,3,2,2,2,3,1,1,1,20,3,3,4,2,3,2,3,3,3,2, ,3, , , ,3,2,3,1,3, ,0, , , , , , ,4,1,2,3,4,4,4,1,1,3,7,5, , 
191919,2,2019,CHEVROLET,,5,2,140, , ,240,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,2000,1,1,1,2,1,1,1,2,1,1,3,12,1,4,4,3,3,1,3,3,3, , , , , , , , ,4,2, ,10,8,0,1,0,0, ,3,3,1,1,7,5,4,7,7,7,3,7,5, , 
191921,2,2015,CHEVROLET,,5,1,250, , ,90,4,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,6, , ,4,4,5,5,5,4,5,5,3, ,3, , ,4,6,2,3,4,3,4,3, , , , , , , , ,1, , , , , , , , , , ,1,1,5,6,6,6,6,6,6,6,5,4,3, 
191924,1,2015,CHEVROLET,,5,1,200, , ,80,4,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,1, ,300,1,1,1,4,1,1,1,4,1,1,3, , ,5,4,3,3,3,1,3,3, , , , , , , , ,3,2, ,20,0, , , , , , ,3,2,4,4,4,4,4,7,1,1,6,4, , 
191930,1,2019,CHEVROLET,,5,2,250, , ,230,5,2, , , , , , , , , ,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2,3,3,3,3,3, , , , , , , , ,4,2, ,5,30,0,1,0,0, ,3,5,1,4,2,5,5,3,2,2,2,7,5, , 
191973,1,2018,TESLA,,5,3,250, , ,325,5,1,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , ,6, , ,1,1,4,2,1,1,3,2,1,1,3,16,1,4,1, , , , , , , , , , , , , , ,4,1,3, ,4,0,0,1,0, ,2,4,1,3,3,5,5,2,3,1,5,7,5, , 
191950,2,2018,TESLA,,5,6, ,400, ,150,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,400,1,1,1,1,1,2,2,2,3, ,4, , ,3,5,3,3,1,1,3,3, , ,5,1, , ,3,4,2,1,4, ,0, , , , , , ,4,1,5,2,5,7,3,3,1,4,7,3,2, 
191967,1,2018,TESLA,,5,3,250, , ,250,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,3,3,3,3,3,3,3,3,1,2,3, , ,1,1, , , , , , , , , , , , , , ,3,2, ,10,0, , , , , , ,1,1,1,1,2,1,1,1,1,1,7,4, , 
192002,2,2019,CHEVROLET,,5,2, ,250, ,250,3,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , ,2, ,500,1,2,2,2,1,2,2,2,3, ,3, , ,5,1, , , , , , , , , , , , , , ,1, , , , , , , , , , ,2,1,3,3,4,3,1,1,1,2,7,4,1, 
192004,3,2018,TESLA,,5,3,500, , ,300,2,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,1,2,3,1,1,3,4,3, ,3, , ,2,6,3,1,3,1,3,1, ,3, ,3, ,3,4,5,1, , , , , , , , , , ,4,2,3,7,5,7,7,7,5,5,5,4,2, 
